has_words,id,link
"facebook,twitter",0,https://chequeado.com/el-explicador/es-falso-el-posteo-que-presenta-a-una-doctora-santiaguena-que-lucha-contra-el-coronavirus/
"facebook,twitter",0,https://chequeado.com/el-explicador/es-enganoso-el-posteo-que-tiene-una-lista-recomendaciones-para-prevenir-y-tratar-el-nuevo-coronavirus/
"twitter,compartilhado",0,https://politica.estadao.com.br/blogs/estadao-verifica/e-falso-que-medicos-franceses-tenham-protestado-contra-farsa-da-covid-19/
"facebook,twitter,social media",0,https://www.rappler.com/newsbreak/fact-check/abs-cbn-noise-barrage-protesters-confirmed-positive-covid-19
facebook,0,https://www.malayalam.factcrescendo.com/no-drinking-turmeric-and-other-spices-mixed-with-hot-water-does-not-cure-covid/
,0,https://factcheck.afp.com/fit-people-are-not-immune-covid-19
social media,0,https://healthfeedback.org/claimreview/scientific-evidence-supports-the-use-of-face-masks-for-reducing-the-transmission-of-respiratory-diseases-including-covid-19/
facebook,0,https://www.nacion.com/no-coma-cuento/nocomacuento-es-falso-que-la-prueba-de-covid-1/URXOPGK7KBEHXI6EN66MGUJLGQ/story/
,0,https://factcheck.afp.com/misleading-claim-spreads-online-new-zealand-has-authorised-troops-enter-homes-enforce-covid-19
,0,https://maldita.es/malditobulo/20200720/robo-mascarillas-impregnadas-sustancia/
,0,https://www.newtral.es/bulo-presidente-ghana-teorias-conspirativas-covid/20200721/
"facebook,twitter,social media",0,https://www.rappler.com/newsbreak/fact-check/photo-abs-cbn-supporters-violating-quarantine-rules
"facebook,twitter",0,https://chequeado.com/el-explicador/como-continua-el-estudio-solidaridad-de-la-oms-en-el-mundo-y-en-la-argentina/
"facebook,twitter",0,https://politica.estadao.com.br/blogs/estadao-verifica/ao-defender-volta-ao-trabalho-durante-a-pandemia-vereador-gaucho-faz-declaracoes-enganosas-sobre-a-quarentena/
"facebook,twitter",0,https://chequeado.com/verificacionfb/es-falso-el-audio-que-denuncia-la-falsificacion-de-certificados-de-defuncion-en-el-hospital-de-clinicas-para-aumentar-los-muertos-por-coronavirus/
,0,https://maldita.es/malditaciencia/20200810/vacuna-gripe-muertos-fallecidos-coronavirus-grafica-casualidad-correlacion/
"facebook,twitter",0,https://hindi.boomlive.in/fake-news/fake-graphic-claims-government-has-announced-reopening-of-schools-colleges-8968
"facebook,twitter,social media",0,https://www.rappler.com/newsbreak/fact-check/gasoline-diesel-used-disinfectant
,0,https://misbar.com/factcheck/2020/07/18/%D9%87%D8%B0%D9%87-%D9%84%D9%8A%D8%B3%D8%AA-%D8%B5%D9%88%D8%B1%D8%A9-%D8%AC%D8%B2%D8%A7%D8%A6%D8%B1%D9%8A-%D9%8A%D8%B1%D8%A7%D9%82%D8%A8-%D9%88%D8%A7%D9%84%D8%AF%D8%AA%D9%87-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89
"facebook,twitter",0,https://newsmeter.in/fact-check-viral-audio-claiming-that-steam-inhalation-is-cure-for-covid-19-is-false/
"facebook,twitter",0,https://correctiv.org/faktencheck/2020/07/31/unbelegte-behauptungen-ueber-zaehlweise-der-corona-todesfaelle-in-den-usa/
,0,https://factuel.afp.com/non-il-ny-eu-aucune-instruction-ministerielle-pour-fermer-prochainement-la-frontiere-franco
,0,https://factcheck.afp.com/misleading-claim-circulates-online-comparing-severity-covid-19-swine-flu
"facebook,twitter",0,https://www.aosfatos.org/noticias/e-falso-que-porto-feliz-em-sao-paulo-nao-registra-mortes-por-covid-19/
,0,https://colombiacheck.com/chequeos/no-hay-evidencia-de-que-el-mentholatum-y-el-eucalipto-sirvan-para-impedir-el-desarrollo
"facebook,twitter",0,https://chequeado.com/verificacionfb/si-en-1918-existio-una-manifestacion-en-ee-uu-que-provoco-un-aumento-de-contagios-de-la-gripe-espanola-pero-no-fue-una-marcha-en-contra-de-la-cuarentena/
,0,https://factcheck.afp.com/social-media-posts-misquote-face-mask-advice-international-health-authorities-and-academics
"facebook,twitter",0,https://piaui.folha.uol.com.br/lupa/2020/07/17/verificamos-vitamina-d-covid/
"facebook,twitter",0,https://piaui.folha.uol.com.br/lupa/2020/07/17/verificamos-chave-carro-alcool-gel/
"facebook,twitter",0,https://piaui.folha.uol.com.br/lupa/2020/07/17/verificamos-bahia-recolheu-hidroxicloroquina/
"facebook,twitter,compartilhado",0,https://piaui.folha.uol.com.br/lupa/2020/07/17/verificamos-prefeituras-obito-covid/
,0,https://voxukraine.org/uk/fejk-ukrayinski-vijskovosluzhbovtsi-pomerli-vid-amerikanskoyi-vaktsini-proti-covid-19/
facebook,0,http://www.mythdetector.ge/en/myth/why-coronavirus-not-lab-made
twitter,0,https://colombiacheck.com/chequeos/no-los-medicos-no-pueden-robar-sus-huellas-digitales-o-datos-con-el-pulsioximetro
"twitter,compartilhado",0,https://politica.estadao.com.br/blogs/estadao-verifica/e-falso-que-porto-feliz-no-interior-paulista-nao-tenha-nenhum-obito-por-covid-19/
,0,https://factcheck.afp.com/hoax-posts-offer-hazard-pay-us-pandemic-workers
,0,https://voxukraine.org/uk/nepravda-postanovi-golovnogo-sanlikarya-ne-potribno-vikonuvati/
"facebook,twitter",0,https://www.aosfatos.org/noticias/e-falso-que-premie-e-ministro-franceses-foram-demitidos-por-suspender-uso-da-hidroxicloroquina/
"twitter,compartilhado",0,https://politica.estadao.com.br/blogs/estadao-verifica/e-falso-que-fiocruz-tenha-participado-de-pesquisas-iniciais-da-vacina-de-oxford/
social media,0,https://verafiles.org/articles/vera-files-fact-check-michael-v-alive
,0,https://misbar.com/factcheck/2020/07/16/%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D9%84%D9%8A%D8%A8%D9%8A%D8%A7-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A8%D9%86%D9%8A-%D9%88%D9%84%D9%8A%D8%AF-%D9%84%D9%85-%D8%AA%D8%B3%D8%AC%D9%84-%D8%A3%D9%85%D8%B3-%D8%AB%D9%85%D8%A7%D9%86%D9%8A-%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9
,0,https://efectococuyo.com/cocuyo-chequea/favipiravir-covid/
"facebook,twitter",0,https://www.aosfatos.org/noticias/nao-e-verdade-que-2020-registra-menos-mortes-diarias-que-2019/
,0,https://factuel.afp.com/non-lhydroxychloroquine-na-pas-ete-reautorisee-en-douce-par-le-gouvernement-castex
,0,https://maldita.es/malditobulo/20200717/susan-george-espanoles-ratas-laboratorio/
,0,https://maldita.es/malditobulo/20210127/ministerio-salud-japon-pulmones-fibrosis-coronavirus-aguantar-respiracion-10-segundos/
"facebook,twitter,social media",0,https://www.boomlive.in/fake-news/video-of-crowd-protesting-institutional-quarantine-shared-as-organ-racket-8900
facebook,0,https://boliviaverifica.bo/dioxido-de-cloro-el-ensayo-ecuatoriano-no-es-sustento-academico-para-respaldar-su-uso-en-humanos/
"facebook,twitter",0,https://correctiv.org/faktencheck/2020/08/05/covid-19-nein-die-eu-hat-keine-ausnahmeregelung-fuer-einen-mrna-impfstoff-erlassen/
,0,https://maldita.es/malditobulo/20200716/del-comerciante-chino-que-no-estaba-infectado-a-la-falsa-huida-de-inmigrantes-contagiados-en-fuerteventura-asi-se-ha-senalado-a-los-inmigrantes-durante-la-covid/
,0,https://www.aap.com.au/covid-19-video-post-misleading-and-a-distortion-says-aussie-scientist/
"facebook,twitter",0,https://piaui.folha.uol.com.br/lupa/2020/07/16/verificamos-medicos-prescrever-hidroxicloroquina/
,0,https://www.aap.com.au/pcr-inventor-who-died-in-2019-did-not-say-his-test-wont-work-for-covid-19-infections/
social media,0,https://factcheck.afp.com/discredited-scientific-paper-behind-false-claims-covid-5g-link
"facebook,twitter,tweet",0,https://teyit.org/anthony-faucinin-insan-kacakciligi-suclamasiyla-tutuklanan-ghislaine-maxwellin-kiz-kardesiyle-evli-oldugu-iddiasi
"facebook,twitter",0,https://chequeado.com/verificacionfb/es-falso-que-los-asintomaticos-son-inmunes-no-contagian-el-coronavirus-y-comunican-anticuerpos-al-resto-de-personas/
,0,https://vistinomer.mk/slogan-na-koalici%d1%98a-se-doveduva-vo-korelaci%d1%98a-so-dnevna-statistika-na-zaboleni-od-kovid-19/
"facebook,twitter",0,https://piaui.folha.uol.com.br/lupa/2020/07/15/verificamos-swab-teste-cerebro/
"facebook,twitter",0,https://newsmeter.in/viral-list-of-plasma-donors-is-from-2017-shows-list-of-blood-donors/
,0,https://maldita.es/malditobulo/20201102/obama-2015-laboratorio-wuhan/
"facebook,twitter,compartilhado",0,https://piaui.folha.uol.com.br/lupa/2020/07/15/verificamos-pacientes-casa-virus/
social media,0,https://www.aap.com.au/claim-that-cow-caused-methane-doesnt-raise-emissions-is-just-hot-air/
facebook,0,https://boliviaverifica.bo/en-bolivia-no-hay-respiradores-en-todos-lugares-como-asegura-ministro-murillo/
"facebook,twitter",0,https://piaui.folha.uol.com.br/lupa/2020/07/15/verificamos-calculo-alexandre-garcia-mortes/
"facebook,twitter,tweet",0,https://lasillavacia.com/detector-no-ni-ecuador-encontro-cura-del-covid-ni-esta-cadena-cierta-77563
"facebook,twitter",0,https://facta.news/notizia-falsa/2020/07/16/sostenere-che-a-roccella-jonica-ci-sono-25-poliziotti-positivi-alla-covid-19-dopo-lo-sbarco-di-migranti-infetti-e-sbagliato/
facebook,0,https://boliviaverifica.bo/un-buen-mate-no-te-evita-contagiarte-de-coronavirus/
,0,https://misbar.com/factcheck/2020/07/14/%D9%87%D8%B0%D9%87-%D8%A7%D9%84%D8%B5%D9%88%D8%B1%D8%A9-%D9%84%D9%8A%D8%B3%D8%AA-%D9%84%D8%B5%D8%B1%D8%AD-%D8%B7%D8%A8%D9%8A-%D9%84%D9%84%D9%83%D8%B4%D9%81-%D8%B9%D9%86-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D9%81%D9%8A-%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D8%A6%D8%B1
,0,https://maldita.es/malditobulo/20200714/video-teoria-conspiratoria-coronavirus-presidente-ghana/
"facebook,twitter,tweet",0,https://factcheck.ge/ka/story/38579-%E1%83%A7%E1%83%90%E1%83%9A%E1%83%91%E1%83%98-%E1%83%90%E1%83%9B%E1%83%91%E1%83%90%E1%83%95%E1%83%98-covid-19-%E1%83%98%E1%83%A1-%E1%83%AE%E1%83%94%E1%83%9A%E1%83%9D%E1%83%95%E1%83%9C%E1%83%A3%E1%83%A0%E1%83%90%E1%83%93-%E1%83%A8%E1%83%94%E1%83%A5%E1%83%9B%E1%83%9C%E1%83%98%E1%83%A1-%E1%83%A8%E1%83%94%E1%83%A1%E1%83%90%E1%83%AE%E1%83%94%E1%83%91
hashtag,0,https://www.animalpolitico.com/elsabueso/inhalar-alcohol-no-cura-covid/
,0,https://factuel.afp.com/non-les-tests-pcr-nendommagent-pas-la-barriere-hemato-encephalique
,0,https://misbar.com/factcheck/2020/07/14/%D9%84%D9%85-%D9%8A%D8%AD%D8%A7%D9%88%D9%84-%D9%85%D8%AF%D9%8A%D8%B1-%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D9%81%D9%8A-%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D8%A6%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%AD%D8%A7%D8%B1-%D8%A8%D8%B3%D8%A8%D8%A8-%D8%B6%D8%BA%D9%88%D8%B7%D8%A7%D8%AA
"facebook,twitter,tweet",0,https://lasillavacia.com/detector-falso-video-sobre-nuevo-coronavirus-77553
"twitter,compartilhado",0,https://politica.estadao.com.br/blogs/estadao-verifica/hospital-geral-de-fortaleza-ainda-tem-pacientes-com-covid-19-em-uti/
facebook,0,https://boliviaverifica.bo/revista-pseudocientifica-niega-la-existencia-del-coronavirus/
,0,https://factuel.afp.com/covid-19-non-le-port-trop-frequent-du-masque-nentraine-pas-un-affaiblissement-immunitaire
,0,https://www.vishvasnews.com/viral/fact-check-viral-post-about-indian-student-finding-covid-19-cure-is-fake/
hashtag,0,https://www.animalpolitico.com/elsabueso/no-la-pandemia-de-covid-todavia-no-termina/
"facebook,twitter",0,https://www.aosfatos.org/noticias/medico-engana-ao-prometer-que-tratamento-caseiro-com-remedios-cura-covid-19/
"facebook,twitter",0,https://www.aosfatos.org/noticias/uso-precoce-de-ivermectina-azitromicina-e-aas-contra-covid-19-nao-tem-respaldo-cientifico/
"facebook,tweet",0,https://www.politifact.com/factchecks/2020/jul/16/viral-image/no-photo-doesnt-show-fauci-and-obama-wuhan/
,0,https://animal.mx/2020/07/vacuna-covid-arn-digitalizable-red-5g-covid-19/
"facebook,twitter,social media",0,https://newsmeter.in/fact-check-video-claiming-italy-discovered-covid-19-is-bacteria-not-virus-is-misleading/
"facebook,twitter",0,https://facta.news/notizia-falsa/2020/07/14/le-autorita-sanitarie-hanno-smentito-la-notizia-di-un-focolaio-di-polmonite-sconosciuta-e-piu-letale-del-coronavirus-in-kazakistan/
"facebook,twitter",0,https://www.aosfatos.org/noticias/e-falso-que-oms-nao-recomenda-o-uso-de-mascaras-por-pessoas-saudaveis/
hashtag,0,https://www.animalpolitico.com/elsabueso/enfermos-covid-mueren-intubacion-falso/
twitter,0,https://politica.estadao.com.br/blogs/estadao-verifica/e-falso-que-receita-de-medicina-natural-combata-a-covid-19/
"facebook,twitter",0,https://piaui.folha.uol.com.br/lupa/2020/07/13/verificamos-fiocruz-vacina-covid-oxford/
,0,https://maldita.es/malditobulo/20200714/nueva-neumonia-mas-letal-coronavirus-china-kazajistan/
twitter,0,https://politica.estadao.com.br/blogs/estadao-verifica/video-compara-erroneamente-pesquisadores-que-estudam-covid-19/
"tweet,social media",0,https://www.factcheck.org/2020/07/bogus-quote-on-projected-deaths-of-children-attributed-to-devos/
,0,https://maldita.es/malditobulo/20210125/ecuador-cura-coronavirus-ministerio-salud-enfermedad-bacteria-5g/
"facebook,twitter",0,https://tfc-taiwan.org.tw/articles/4191
social media,0,https://verafiles.org/articles/vera-files-fact-check-netizen-says-covid-19-isnt-real-recite
"tweet,social media",0,https://www.factcheck.org/2020/07/old-photo-shows-obama-fauci-at-u-s-facility-not-wuhan-lab/
,0,https://misbar.com/factcheck/2020/07/13/%D9%84%D9%85-%D8%AA%D9%81%D8%B1%D8%B6-%D8%B9%D9%85%D8%A7%D9%86-%D8%BA%D8%B1%D8%A7%D9%85%D8%A9-%D9%85%D8%A7%D9%84%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D9%85%D9%86-%D9%8A%D8%AF%D8%B9%D9%8A-%D8%A3%D9%86-%D9%84%D8%AF%D9%8A%D9%87-%D8%B9%D9%84%D8%A7%D8%AC-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7
"tweet,social media",0,https://www.vishvasnews.com/english/health/fact-check-viral-post-about-indian-student-finding-covid-19-cure-and-its-acceptance-by-who-is-fake/
,0,https://maldita.es/malditaciencia/20200714/biomagnetismo-no-acaba-coronavirus-ninguna-enfermedad-pseudoterapia/
,0,https://www.agenciaocote.com/blog/2020/07/15/pruebas-moleculares-de-antigeno-o-de-anticuerpos-para-detectar-covid19/
twitter,0,https://politica.estadao.com.br/blogs/estadao-verifica/mascara-nao-causa-acumulo-de-liquido-nos-pulmoes-nem-intoxicacao/
,0,https://factcheck.afp.com/video-shows-assault-mcdonalds-restaurant-hong-kong
,0,https://misbar.com/factcheck/2020/07/12/%D8%AF%D9%88%D9%84%D8%A9-%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D9%84%D9%8A%D8%B3%D8%AA-%D8%A7%D9%84%D8%A3%D9%88%D9%84%D9%89-%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A7-%D9%81%D9%8A-%D8%B9%D8%AF%D8%AF-%D9%81%D8%AD%D9%88%D8%B5%D8%A7%D8%AA-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D9%84%D9%84%D9%81%D8%B1%D8%AF
"facebook,twitter",0,https://chequeado.com/verificacionfb/es-enganosa-la-comparacion-de-las-muertes-por-covid-19-con-las-principales-causas-de-decesos-en-el-mundo-en-2017/
"facebook,twitter",0,https://piaui.folha.uol.com.br/lupa/2020/07/14/verificamos-bancos-porto-alegre/
"facebook,twitter",0,https://piaui.folha.uol.com.br/lupa/2020/07/14/verificamos-oms-vacina-chinesa/
"facebook,twitter,tweet",0,https://lasillavacia.com/detector-falso-video-sobre-uso-del-tapabocas-77547
,0,https://healthfeedback.org/claimreview/u-s-covid-19-related-deaths-in-july-2020-may-not-be-as-low-as-preliminary-data-suggest/
"facebook,twitter",0,https://chequeado.com/el-explicador/es-falso-que-el-presidente-de-ghana-dijo-que-el-coronavirus-fue-creado-en-un-laboratorio/
,0,https://factcheck.afp.com/taking-your-temperature-infrared-thermometer-does-not-damage-pineal-gland
"facebook,twitter",0,https://chequeado.com/el-explicador/es-falso-que-la-oms-haya-asegurado-que-quizas-nunca-hubo-motivos-para-el-confinamiento/
,0,https://misbar.com/factcheck/2020/07/10/%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%85%D9%81%D8%A8%D8%B1%D9%83-%D9%84%D9%88%D8%B2%D9%8A%D8%B1%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A9
"twitter,compartilhado",0,https://politica.estadao.com.br/blogs/estadao-verifica/estudos-falharam-em-provar-beneficio-da-cloroquina-para-tratamento-da-covid-19/
"facebook,twitter,social media",0,https://www.rappler.com/newsbreak/fact-check/russian-university-completes-clinical-trials-worlds-first-covid-19-vaccine
"facebook,twitter",0,https://facta.news/notizia-falsa/2020/07/13/non-esiste-una-circolare-del-governo-che-proroga-lo-stato-di-emergenza-fino-alla-primavera-2021/
"facebook,twitter",0,https://newsmeter.in/fact-check-video-of-monkeys-invading-is-from-south-africa-not-gandhi-hospital/
,0,https://maldita.es/malditaciencia/20210103/imagen-mascarilla-hipoxia-falso/
,0,https://factuel.afp.com/ces-affirmations-sur-les-dangers-du-port-du-masque-sont-fausses
,0,https://misbar.com/factcheck/2020/07/10/%D8%AA%D8%B1%D8%A7%D9%85%D8%A8-%D9%84%D9%85-%D9%8A%D8%B7%D8%A7%D9%84%D8%A8-%D8%A8%D8%A5%D8%BA%D9%84%D8%A7%D9%82-%D8%A7%D9%84%D8%AD%D8%AF%D9%88%D8%AF-%D9%85%D8%B9-%D9%83%D8%A7%D9%84%D9%8A%D9%81%D9%88%D8%B1%D9%86%D9%8A%D8%A7-%D8%A8%D8%B3%D8%A8%D8%A8-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7
"facebook,twitter,social media",0,https://newsmeter.in/fact-check-viral-messages-on-suddalas-demise-are-false/
"facebook,twitter",0,https://piaui.folha.uol.com.br/lupa/2020/07/11/verificamos-franca-hidroxicloroquina/
,0,https://www.aap.com.au/flu-vaccine-did-not-kill-50-million-during-the-1918-spanish-flu/
"facebook,twitter",0,https://www.aosfatos.org/noticias/nao-e-verdade-que-teste-que-diagnostica-covid-19-pode-causar-inflamacao-no-cerebro/
"facebook,twitter,tweet",0,https://factcheck.ge/ka/story/38573-%E1%83%93%E1%83%94%E1%83%96%E1%83%98%E1%83%9C%E1%83%A4%E1%83%9D%E1%83%A0%E1%83%9B%E1%83%90%E1%83%AA%E1%83%98%E1%83%90-%E1%83%93%E1%83%90-%E1%83%9B%E1%83%98%E1%83%A1%E1%83%98-%E1%83%9B%E1%83%90%E1%83%95%E1%83%9C%E1%83%94-%E1%83%A8%E1%83%94%E1%83%93%E1%83%94%E1%83%92%E1%83%94%E1%83%91%E1%83%98-%E1%83%9E%E1%83%90%E1%83%9C%E1%83%93%E1%83%94%E1%83%9B%E1%83%98%E1%83%98%E1%83%A1-%E1%83%93%E1%83%A0%E1%83%9D%E1%83%A1
"facebook,twitter,tweet",0,https://lasillavacia.com/detector-no-hay-evidencia-coronavirus-actual-fue-creado-laboratorio-77494
,0,https://voxukraine.org/uk/fejk-5g-poslablyuye-imunitet-telefoni-viklikayut-rak-a-google-dopomagaye-vbivati-za-viru-v-kitayi/
"facebook,twitter,social media",0,https://www.rappler.com/newsbreak/fact-check/coronavirus-not-real-bill-gates-behind-disease
"facebook,twitter",0,https://piaui.folha.uol.com.br/lupa/2020/07/09/verificamos-mario-texto-pandemia/
,0,https://poligrafo.sapo.pt/fact-check/a-aplicacao-movel-covi-pass-esta-a-colaborar-com-o-governo-portugues?fbclid=IwAR2UHGpl50r6PH320a2VeJkfRY1X__MOZiswC-BTDzb2EG6j8vKUPtPTTTM
"facebook,twitter",0,https://www.aosfatos.org/noticias/e-falso-que-camara-liberou-aborto-ate-22-semanas-durante-pandemia/
,0,https://voxukraine.org/uk/nepravda-generalnij-direktor-vooz-tantsyuye-v-bari-pid-chas-karantinu/
"facebook,twitter,social media",0,https://newsmeter.in/fact-check-no-lemon-juice-is-not-cure-for-covid-19/
,0,https://truthmeter.mk/it-is-a-lie-that-the-24-year-old-tetovo-woman-died-from-bleeding-and-not-from-covid-19/
,0,https://poligrafo.sapo.pt/fact-check/teste-a-covid-19-com-recurso-a-zaragatoa-serve-para-recolher-o-adn-da-populacao?fbclid=IwAR2POk0c2wfBvlw3Fnr-lVfNkKR4JhCE9yEpIjxjRQ0u9iBXHAJdeqTjCSw
"facebook,twitter,social media",0,https://newsmeter.in/old-news-reports-used-to-back-false-claims-of-kcr-being-treated/
,0,https://poligrafo.sapo.pt/fact-check/as-pistolas-que-medem-a-temperatura-sao-perigosas-e-podem-queimar-neuronios?fbclid=IwAR2I_-pCkZbyE5BnQYt_a92iKFcsdtD9j6MFdnQHIorm7ol-xwHCjLBO1cU
,0,https://maldita.es/malditobulo/20200709/que-sabemos-del-foco-de-coronavirus-de-la-calle-nicolas-salmeron-en-santander-en-una-vivienda-de-13-inmigrantes-la-consejeria-de-sanidad-niega-que-se-centre-en-una-vivienda-y-que-sean-todos-inm/
,0,https://misbar.com/factcheck/2020/07/09/%D8%B5%D9%88%D8%B1%D8%A9-%D8%B9%D9%84%D9%85-%D8%AF%D9%88%D9%84%D8%A9-%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D8%B9%D9%84%D9%89-%D9%83%D9%85%D8%A7%D9%85%D8%A9-%D8%A7%D9%84%D8%B7%D9%81%D9%84-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A-%D9%85%D9%81%D8%A8%D8%B1%D9%83%D8%A9
"facebook,twitter,social media",0,https://www.rappler.com/newsbreak/fact-check/helicopters-spray-anti-coronavirus-substance-luzon
"facebook,tweet",0,https://boliviaverifica.bo/oms-dice-que-existe-evidencia-de-contagio-a-traves-del-aire-pero-aun-no-es-concluyente/
twitter,0,https://www.vishvasnews.com/politics/fact-check-ajmer-dargah-is-closed-due-to-corona-rajasthan-polices-presence-here-is-false/
,0,https://misbar.com/factcheck/2020/07/09/%D9%88%D8%B2%D9%8A%D8%B1%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A9-%D9%84%D9%85-%D8%AA%D8%B3%D8%AA%D9%82%D9%8A%D9%84-%D9%85%D9%86-%D9%85%D9%86%D8%B5%D8%A8%D9%87%D8%A7
,0,https://www.vishvasnews.com/tamil/health/https-www-vishvasnews-com-tamil-health-fact-check-viral-post-claiming-herbal-mysore-pak-will-cure-coronavirus-is-fake/
,0,https://efectococuyo.com/cocuyo-chequea/profesora-oxford-vacuna-covid19/
"facebook,twitter",0,https://piaui.folha.uol.com.br/lupa/2020/07/09/verificamos-bolsonaro-depoimento-coronavirus/
,0,https://voxukraine.org/uk/fejk-drugoyi-hvili-koronavirusu-ne-bude-bo-ne-bulo-pershoyi-tse-vigadki-politikiv/
"facebook,twitter",0,https://www.aosfatos.org/noticias/ivermectina-azitromicina-e-acetilcisteina-nao-tem-eficacia-comprovada-contra-covid-19/
,0,https://voxukraine.org/uk/fejk-pandemiya-tse-stsenarij-biofashistiv-yakij-vtilyuyetsya-na-osnovi-tsilej-stalogo-rozvitku/
"facebook,twitter,tweet",0,https://lasillavacia.com/detector-no-autoridades-holandesas-no-descubrieron-coronavirus-se-multiplica-aguas-0
"facebook,twitter",0,https://correctiv.org/faktencheck/2020/08/14/todesursache-antikoerper-impfstoff-bulgarischer-pathologe-verbreitet-falsche-behauptungen-ueber-das-coronavirus/
,0,https://factuel.afp.com/covid-19-tester-par-la-salive-plutot-que-le-nez-attention-aux-publications-trompeuses
"facebook,twitter",0,https://newsmeter.in/viral-video-of-covid-suspect-being-chased-is-a-dubai-returnee-from-kerala-not-hyderabad/
,0,https://voxukraine.org/uk/fejk-pandemiya-ta-karantin-pov-yazani-iz-tsilyami-stalogo-rozvitku/
"facebook,twitter,tweet",0,https://lasillavacia.com/detector-otra-vez-mezcla-limon-jengibre-y-limon-no-cura-covid-77483
,0,https://poligrafo.sapo.pt/fact-check/o-novo-coronavirus-acomoda-se-mais-rapido-em-garganta-seca?fbclid=IwAR3Q8EnYDyoihMlJDHUTxBeArWMtTsku_bXElQhw_x2KD8VSbpKC9cKydxI
,0,https://www.aap.com.au/coronavirus-does-not-just-equal-the-common-cold/
facebook,0,https://boliviaverifica.bo/a-traves-de-un-enganoso-audio-sostienen-que-gobernadora-de-cochabamba-dijo-que-no-creia-en-el-covid-19/
"facebook,twitter",0,https://chequeado.com/verificacionfb/es-falso-que-el-cafe-sirva-para-curar-el-coronavirus/
,0,https://www.newtral.es/bulo-adidas-regala-mascarillas-phishing/20200710/
twitter,0,https://politica.estadao.com.br/blogs/estadao-verifica/site-engana-ao-afirmar-que-ha-consenso-medico-para-tratamento-de-covid-19/
"facebook,twitter",0,https://chequeado.com/verificacionfb/es-falso-que-consumir-dioxido-de-cloro-cura-el-coronavirus/
"facebook,twitter,compartilhado",0,https://politica.estadao.com.br/blogs/estadao-verifica/imagem-de-flamingos-em-canal-de-veneza-e-montagem-de-artista-russa/
,0,https://maldita.es/malditobulo/20200708/contagio-coronavirus-camareros-cuarentena-discoteca-velice-torrevieja-antena-3/
"facebook,hashtag",0,https://www.facebook.com/EcuadorChequea/photos/a.1240231929407502/3245270775570264
,0,https://www.newtral.es/video-monitor-aire-mascarilla-falta-oxigeno/20200709/
,0,https://www.vishvasnews.com/politics/fact-check-video-showing-hyderabad-gandhi-hospital-staff-sitting-in-the-hospital-corridor-not-covid-19-patients/
"facebook,twitter,compartilhado",0,https://piaui.folha.uol.com.br/lupa/2020/07/08/verificamos-agua-sanitaria-covid/
facebook,0,https://www.nacion.com/no-coma-cuento/nocomacuento-imagen-divulga-informacion-falsa/VYXDRQZ6XVH53CQFOEMUV7VHB4/story/
,0,https://colombiacheck.com/chequeos/udea-no-predijo-casi-mil-muertos-por-dia-en-el-pico-de-covid-19
"facebook,twitter,compartilhado",0,https://piaui.folha.uol.com.br/lupa/2020/07/08/verificamos-detentos-soltos-coronavirus/
"facebook,twitter",0,https://piaui.folha.uol.com.br/lupa/2020/07/08/verificamos-e-falso-que-igreja-universal-emitiu-comunicado-cancelando-reunioes-de-curas-durante-pandemia/
"facebook,twitter,compartilhado",0,https://piaui.folha.uol.com.br/lupa/2020/07/08/verificamos-mascara-oxigenio-protecao/
,0,https://factuel.afp.com/la-deuxieme-vague-de-grippe-en-1918-fut-la-plus-letale-mais-pas-parce-que-la-population-abandonne?fbclid=IwAR37XEA6rhK76t3_1ogd2LWvWRZAqwILECPOEBe_78u5oGOM8n-az4XIMbI
