id,user_id,text,created_at,geo,place_name,coordinates,user_location,likes,retweets,followers,lang
1089628305073029121,413318409,Essa família ❤️👈🏽 Niver de 84 anos de Rodrigo Velloso! Os irmãos @caetanoveloso e #MariaBethânia comemorando em… https://t.co/PSC3RiE79P,2019-01-27 20:56:46,,,None,,602,84,163857,pt
1346229293643403265,583108053,É #FAKE! Este vídeo é de 2019 e não do Ano Novo de 2020/2021. #FakeNews https://t.co/PpuRajuqQQ,2021-01-04 22:57:29,,,None,,3654,375,969422,pt
1089628305073029121,413318409,Essa família ❤️👈🏽 Niver de 84 anos de Rodrigo Velloso! Os irmãos @caetanoveloso e #MariaBethânia comemorando em… https://t.co/PSC3RiE79P,2019-01-27 20:56:46,,,None,,602,84,163857,pt
1346229293643403265,583108053,É #FAKE! Este vídeo é de 2019 e não do Ano Novo de 2020/2021. #FakeNews https://t.co/PpuRajuqQQ,2021-01-04 22:57:29,,,None,,3654,375,969422,pt
1352559051641679872,68712576,A única coisa que devo ter furado deve ter sido a mãe de quem divulga mais uma fakenews de nível global e diária! A… https://t.co/Vx7tJYhMQo,2021-01-22 10:09:41,,,None,Rio de Janeiro-RJ,19390,3126,2075526,pt
1352559051641679872,68712576,A única coisa que devo ter furado deve ter sido a mãe de quem divulga mais uma fakenews de nível global e diária! A… https://t.co/Vx7tJYhMQo,2021-01-22 10:09:41,,,None,Rio de Janeiro-RJ,19390,3126,2075526,pt
1346229293643403265,583108053,É #FAKE! Este vídeo é de 2019 e não do Ano Novo de 2020/2021. #FakeNews https://t.co/PpuRajuqQQ,2021-01-04 22:57:29,,,None,,3654,375,969422,pt
1344326604550529024,30354991,Getting the COVID-19 vaccine will save your life. I have absolute confidence in our scientists and look forward to… https://t.co/RTzfkon3xJ,2020-12-30 16:56:53,,,None,California,29611,3494,17353046,en
1340376981444194304,17061263,"זריקה קטנה לאדם צעד ענק לבריאות של כולנו. 
**
בדרך לחיסון הערב חשבתי הערב על הילדים שדואגים להורים שלהם. 

על הנכד… https://t.co/aoHgigJy2I",2020-12-19 19:22:30,,,None,Israel,1811,184,1872820,iw
1340376981444194304,17061263,"זריקה קטנה לאדם צעד ענק לבריאות של כולנו. 
**
בדרך לחיסון הערב חשבתי הערב על הילדים שדואגים להורים שלהם. 

על הנכד… https://t.co/aoHgigJy2I",2020-12-19 19:22:30,,,None,Israel,1811,184,1872820,iw
314900979462045696,138814032,Hoy recibiendo la vacuna antigripal gratuita de la Campaña Nacional de Vacunación que empezamos el martes pasado. http://t.co/m6O4jYqKhU,2013-03-22 00:46:59,,,None,Argentina,200,398,5963173,es
314900979462045696,138814032,Hoy recibiendo la vacuna antigripal gratuita de la Campaña Nacional de Vacunación que empezamos el martes pasado. http://t.co/m6O4jYqKhU,2013-03-22 00:46:59,,,None,Argentina,200,398,5963173,es
1286994557440348160,128372940,"- RT-PCR para Sars-Cov 2: negativo.
- BOM DIA A TODOS. https://t.co/CkdV59yGXP",2020-07-25 11:59:48,,,None,Brasília  Brasil,86289,14955,6684173,pt
1310601334211698688,128372940,"- Sociedade Européia de Cardiologia afirma: o uso da Hidroxicloroquina não causa arritmia.
- Milhares de vidas pode… https://t.co/FJiAmawk6G",2020-09-28 15:24:42,,,None,Brasília  Brasil,34992,9771,6684173,pt
1286994557440348160,128372940,"- RT-PCR para Sars-Cov 2: negativo.
- BOM DIA A TODOS. https://t.co/CkdV59yGXP",2020-07-25 11:59:48,,,None,Brasília  Brasil,86289,14955,6684173,pt
