id,user_id,text,created_at,geo,place_name,coordinates,user_location,likes,retweets,followers,lang
_1270069131652427776,_39416218,"This from @WHO is getting a lot of attention and creating confusion.

I want to quickly share what I understand abo… https://t.co/fduXvckKdD",2020-06-08 19:04:12,None,,None,Providence  RI,3730,2317,172861,en
_1088739576687091712,_1050174967298629633,Parabéns para mim. Alguém quer bolo? #ParabensProfHaddad https://t.co/LRo8hNPoI2,2019-01-25 10:05:17,None,,None,Ribeirão Preto  Brasil,1052,102,197106,pt
_1156661710247403523,_3021616235,"Quando você canta o ""Parabéns pra Você"" sozinho porque todos seus amigos estão presos. https://t.co/zdeFYdKJRD",2019-07-31 20:23:36,None,,None,,782,126,37414,pt
_1264709406329114627,_53203723,✔️ Além de homenagem e toque de silêncio durante o sepultamento  militares de todo o Estado  que não estavam no ate… https://t.co/F6SmcbodNJ,2020-05-25 00:06:34,None,,None,São Paulo  Brasil,298,56,75422,pt
_1264717249958612997,_63542310,A homenagem  que é feita de maneira simultânea ao sepultamento  é tradição institucional e consiste em estacionar a… https://t.co/zjBqXbycTU,2020-05-25 00:37:44,None,,None,São Paulo - Brasil,1654,183,648799,pt
_1264708382843457536,_64706049,É absolutamente falsa a notícia que Policiais Militares de SP prestaram continência hoje a manifestantes. Os PMs pr… https://t.co/JPPAbpVJpE,2020-05-25 00:02:30,None,,None,São Paulo  SP  Brasil,11132,1327,1368263,pt
_1264709406329114627,_53203723,✔️ Além de homenagem e toque de silêncio durante o sepultamento  militares de todo o Estado  que não estavam no ate… https://t.co/F6SmcbodNJ,2020-05-25 00:06:34,None,,None,São Paulo  Brasil,298,56,75422,pt
_1264717249958612997,_63542310,A homenagem  que é feita de maneira simultânea ao sepultamento  é tradição institucional e consiste em estacionar a… https://t.co/zjBqXbycTU,2020-05-25 00:37:44,None,,None,São Paulo - Brasil,1654,183,648799,pt
_1264708382843457536,_64706049,É absolutamente falsa a notícia que Policiais Militares de SP prestaram continência hoje a manifestantes. Os PMs pr… https://t.co/JPPAbpVJpE,2020-05-25 00:02:30,None,,None,São Paulo  SP  Brasil,11132,1327,1368263,pt
_1264709406329114627,_53203723,✔️ Além de homenagem e toque de silêncio durante o sepultamento  militares de todo o Estado  que não estavam no ate… https://t.co/F6SmcbodNJ,2020-05-25 00:06:34,None,,None,São Paulo  Brasil,298,56,75422,pt
_1264708841222045696,_53203723,🚨 Polícia Militar homenageia soldado que morreu em serviço https://t.co/HlvxmcDmAz,2020-05-25 00:04:19,None,,None,São Paulo  Brasil,530,82,75422,pt
_1264717249958612997,_63542310,A homenagem  que é feita de maneira simultânea ao sepultamento  é tradição institucional e consiste em estacionar a… https://t.co/zjBqXbycTU,2020-05-25 00:37:44,None,,None,São Paulo - Brasil,1654,183,648799,pt
_1264717193482252288,_63542310,"MINUTO DE SIRENE 

Na tarde deste domingo (24)  policiais militares de todo o Estado prestaram homenagem ao Soldado… https://t.co/aoGvresWdU",2020-05-25 00:37:30,None,,None,São Paulo - Brasil,3960,619,648799,pt
_1263469430232711171,_52471614,"Organizando em thread pra facilitar a leitura:

Interrompo meu silêncio no Twitter para denunciar uma injustiça e u… https://t.co/SpRMgjC8Cx",2020-05-21 13:59:20,None,,None,Brazil,104404,9114,10139642,pt
_1261720246592757760,_516626068,Les visites des hôpitaux Chirec-Delta et Saint-Pierre furent un moment de rencontres  dialogue important pour perso… https://t.co/juJHTPXADe,2020-05-16 18:08:43,None,,None,Belgique,395,61,69189,fr
_1261720246592757760,_516626068,Les visites des hôpitaux Chirec-Delta et Saint-Pierre furent un moment de rencontres  dialogue important pour perso… https://t.co/juJHTPXADe,2020-05-16 18:08:43,None,,None,Belgique,395,61,69189,fr
_1263469430232711171,_52471614,"Organizando em thread pra facilitar a leitura:

Interrompo meu silêncio no Twitter para denunciar uma injustiça e u… https://t.co/SpRMgjC8Cx",2020-05-21 13:59:20,None,,None,Brazil,104404,9114,10139642,pt
_1263172805044117504,_2670726740,Usei uma frase totalmente infeliz. E a palavra desculpa foi feita pra gente usar com muita humildade. Se algum dos… https://t.co/MFTVj65qEM,2020-05-20 18:20:39,None,,None,,64975,8976,2127775,pt
_1263172805044117504,_2670726740,Usei uma frase totalmente infeliz. E a palavra desculpa foi feita pra gente usar com muita humildade. Se algum dos… https://t.co/MFTVj65qEM,2020-05-20 18:20:39,None,,None,,64975,8976,2127775,pt
_1261022227543265286,_1074209186752413696,Alguém sabe se o doria mandou recolher cloroquina e hidroxicloroquina de farmácias do Estado de São Paulo? Se isso… https://t.co/k502h3bIDg,2020-05-14 19:55:02,None,,None,,21285,4198,582677,pt
_1262134029178077186,_1218707751364448256,Diferente do que algumas reportagens afirmam  as 6 secretarias técnicas do Ministério da Saúde nunca perderam sua a… https://t.co/VDnjJ7vcBW,2020-05-17 21:32:56,None,,None,,21684,1729,264013,pt
_1255895001533472768,_2726301380,Sempre foi uma previsão que torci para não se cumprir  que trabalhei para evitar  mas que infelizmente estamos vive… https://t.co/DF63oIrHoA,2020-04-30 16:21:16,None,,None,Brasil,36784,4033,814377,pt
_1259298117230485509,_155977014,En #Tuxpan municipio del norte de Veracruz realizan el traslado de un enfermo sospechoso de #Covid19_mx en pleno ce… https://t.co/9KlwwQZ2C9,2020-05-10 01:44:02,None,,None,Veracruz; planeta Tierra,6,6,1076,es
_1259298117230485509,_155977014,En #Tuxpan municipio del norte de Veracruz realizan el traslado de un enfermo sospechoso de #Covid19_mx en pleno ce… https://t.co/9KlwwQZ2C9,2020-05-10 01:44:02,None,,None,Veracruz; planeta Tierra,6,6,1076,es
_1261726699181481986,_126436384,NÃO CONCORDO COM A VIOLÊNCIA ! Fiscal tentando fechar o comércio em SP. Quem está com a razão ? Dória   Covas ou Bo… https://t.co/MQNybKtDps,2020-05-16 18:34:21,None,,None,Rio de Janeiro,2705,647,1442407,pt
_1260637443344171008,_36706677,https://t.co/SWnBAnk0HB,2020-05-13 18:26:02,None,,None,Brazil,213,45,8657,und
_1258033690766163968,_39326635,📹Mulher que divulgou vídeo fake pede perdão  reconhece erro e está à disposição da polícia https://t.co/7o71Oi3nBm,2020-05-06 13:59:39,None,,None,Belo Horizonte,4559,1149,1100145,pt
_1258033690766163968,_39326635,📹Mulher que divulgou vídeo fake pede perdão  reconhece erro e está à disposição da polícia https://t.co/7o71Oi3nBm,2020-05-06 13:59:39,None,,None,Belo Horizonte,4560,1149,1100145,pt
_1247550844058337281,_151653693,Hoje começam a ser distribuídos  para hospitais com capacidade de atender pacientes de covid-19 na rede pública e p… https://t.co/FG3bWpMFJO,2020-04-07 15:44:34,None,,None,Ananindeua PA,997,136,111140,pt
_1247550844058337281,_151653693,Hoje começam a ser distribuídos  para hospitais com capacidade de atender pacientes de covid-19 na rede pública e p… https://t.co/FG3bWpMFJO,2020-04-07 15:44:34,None,,None,Ananindeua PA,997,136,111140,pt
_1244221563530088449,_68712576,https://t.co/Lio9V1AhNq,2020-03-29 11:15:11,None,,None,Rio de Janeiro-RJ,17162,3366,2075531,und
_1252967362044866560,_123891446,"ALERTA DE FAKE NEWS! 🚫

Estão espalhando fotos minhas de MUITO ANTES DA PANDEMIA dizendo que estou fazendo turismo.… https://t.co/vi8JtFMPaL",2020-04-22 14:27:52,None,,None,Pelotas - RS,1813,195,104665,pt
_1252967362044866560,_123891446,"ALERTA DE FAKE NEWS! 🚫

Estão espalhando fotos minhas de MUITO ANTES DA PANDEMIA dizendo que estou fazendo turismo.… https://t.co/vi8JtFMPaL",2020-04-22 14:27:52,None,,None,Pelotas - RS,1813,195,104665,pt
_1251123815972769794,_128372940,- Mais ações do Governo Federal: https://t.co/G4W9YQ1U8T,2020-04-17 12:22:17,None,,None,Brasília  Brasil,27656,5772,6684164,pt
_1245523249670340616,_128372940,- Sancionei o projeto que prevê auxílio emergencial de R$ 600/mês p/ trabalhadores informais  autônomos  microempre… https://t.co/4TG4GjBj8U,2020-04-02 01:27:38,None,,None,Brasília  Brasil,40090,6280,6684164,pt
_1200150134203568128,_64706049,Em Araçatuba  visitamos a fábrica da Colormaq  empresa brasileira que emprega 2000 colaboradores. Em 2020  a Colorm… https://t.co/7aXF7I4VPH,2019-11-28 20:31:04,None,,None,São Paulo  SP  Brasil,207,13,1368263,pt
_1249499435605909504,_128372940,@gusttavo_lima - Parabéns pela excelente live! Forte abraço!,2020-04-13 00:47:34,None,,None,Brasília  Brasil,39109,2366,6684164,pt
_1243974982494908419,_50374439,https://t.co/f6wLTkz90m,2020-03-28 18:55:22,None,,None,Los Angeles,210181,11401,16656986,und
_1247491948761489410,_1165773652190736384,Atenção essa mulher precisa ser presa imediatamente .@policiafederal @PMESP @Policia_Civil @CFOAB @MPF_PGR… https://t.co/pOGCf6h1gs,2020-04-07 11:50:32,None,,None,,318,63,63189,pt
_1247601497170415622,_983349784730796032,"Só teria acrescentado algo.

Podem falar a vontade nas minhas postagens  porque eu  ao contrário de vocês  defendo… https://t.co/wxMWrm8jAo",2020-04-07 19:05:50,None,,None,São Paulo,55,18,461,pt
_1243479127723819009,_1039878498356264960,"Will #hydroxychloroquine actually work to treat #COVID19?

Who better to ask than @VasNarasimhan  CEO of @Novartis?… https://t.co/E8c7Y3LEm9",2020-03-27 10:05:01,None,,None,London  England,253,124,7194,en
_1244640844931567616,_723488741348782080,Our first shipments of #hydroxychloroquine are underway to @HHSGov to support clinical studies evaluating its effec… https://t.co/jVEtfdkq5A,2020-03-30 15:01:16,None,,None,Basel  Schweiz,291,117,15419,en
_1248807066476728320,_151653693,A demarcação para manter o distanciamento social em 150 paradas de ônibus de Belém é uma ação realizada pelos inter… https://t.co/KZsbH4ci4o,2020-04-11 02:56:21,None,,None,Ananindeua PA,986,61,111132,pt
_1248997179139788800,_151653693,@Andersoncfb @henriolliveira Sugiro que você se informe pelos canais oficiais do Estado e não espalhe informações f… https://t.co/MB1nTdQd1l,2020-04-11 15:31:47,None,,None,Ananindeua PA,6,0,111140,pt
_1126068077999853568,_4114061121,Excelente encontro com Governador @wilsonwitzel  do Rio de Janeiro. Discutimos sobre a futura cooperação entre Chin… https://t.co/0ScZ7L8zeA,2019-05-08 10:15:25,None,,None,Brasília  Brazil,7,0,53223,pt
_1132002388376788995,_4114061121,É uma grande honra receber nesta trade o Presidente da Câmara dos Deputados @RodrigoMaia na minha residência. Troca… https://t.co/GWvjO1dfb5,2019-05-24 19:16:15,None,,None,Brasília  Brazil,13,3,53223,pt
_1134145939151740929,_4114061121,É uma grande honra para mim ser recebido pelo ex-presidente Fernando Henrique Cardosa na  sua casa. A conversa foi… https://t.co/VMWf42dEMQ,2019-05-30 17:13:57,None,,None,Brasília  Brazil,47,5,53223,pt
_1244054409295933448,_770781940341288960,Dr. Zelenko’s document is available to you by subscribing at https://t.co/J0eGAZktZ8 🇺🇸,2020-03-29 00:10:59,None,,None,New York  NY,1816,555,1182053,en
_1246474430676643842,_52722451,Insisto que a quarentena aumenta os casos do coronavírus.A curva da epidemia nos países que a adotaram mostra isso(… https://t.co/XRShBk0Nss,2020-04-04 16:27:17,None,,None,Porto Alegre,0,0,338665,pt
_1246770653698699265,_1186340935124291586,Olá pessoal! Estão circulando nas redes dois vídeos atribuídos a mim de forma errônea! Fake News! Sempre que eu pub… https://t.co/6Uh5F5wriB,2020-04-05 12:04:22,None,,None,Belo Horizonte  Brasil,1907,352,130679,pt
_1246770653698699265,_1186340935124291586,Olá pessoal! Estão circulando nas redes dois vídeos atribuídos a mim de forma errônea! Fake News! Sempre que eu pub… https://t.co/6Uh5F5wriB,2020-04-05 12:04:22,None,,None,Belo Horizonte  Brasil,1907,352,130679,pt
_1242570068279603204,_64706049,Diante do oportunismo político criado em torno do assunto  determinei que o Helicóptero Águia da Polícia Ambiental … https://t.co/lfDsF1NcHx,2020-03-24 21:52:44,None,,None,São Paulo  SP  Brasil,4682,210,1368263,pt
_1247215843039215616,_35260027,Fake news é coisa de covarde. Criaram uma conta falsa com meu nome para desinformar e mentir. Pra esses pistoleiros… https://t.co/43M18wQxD9,2020-04-06 17:33:23,None,,None,Rio de Janeiro,23021,2818,954219,pt
_1247215843039215616,_35260027,Fake news é coisa de covarde. Criaram uma conta falsa com meu nome para desinformar e mentir. Pra esses pistoleiros… https://t.co/43M18wQxD9,2020-04-06 17:33:23,None,,None,Rio de Janeiro,23021,2818,954219,pt
_1247215843039215616,_35260027,Fake news é coisa de covarde. Criaram uma conta falsa com meu nome para desinformar e mentir. Pra esses pistoleiros… https://t.co/43M18wQxD9,2020-04-06 17:33:23,None,,None,Rio de Janeiro,23021,2818,954219,pt
_1244766337957855234,_74756085,"OMS VAI NA LINHA DE BOLSONARO

O etíope Tedros Adhanom  pres. OMS  externou preocupação c/ quem trabalha para poder… https://t.co/g7zZhgaPNc",2020-03-30 23:19:56,None,,None,São Paulo - SP,14890,4581,1987542,pt
_1245013144524726273,_189868631,People without regular incomes or any financial cushion deserve social policies that ensure dignity and enable them… https://t.co/QrhIFqqE5H,2020-03-31 15:40:39,None,,None,Geneva  Switzerland,6579,2622,1410024,en
_1245013144524726273,_189868631,People without regular incomes or any financial cushion deserve social policies that ensure dignity and enable them… https://t.co/QrhIFqqE5H,2020-03-31 15:40:39,None,,None,Geneva  Switzerland,6579,2622,1410024,en
_1245013146256973834,_189868631,I grew up poor and understand this reality. I call on countries to develop policies which provide economic protecti… https://t.co/tQgQTiD6Ou,2020-03-31 15:40:39,None,,None,Geneva  Switzerland,4589,1645,1410024,en
_1245013146256973834,_189868631,I grew up poor and understand this reality. I call on countries to develop policies which provide economic protecti… https://t.co/tQgQTiD6Ou,2020-03-31 15:40:39,None,,None,Geneva  Switzerland,4589,1645,1410024,en
_1242085145412329473,_37717107,Neste momento  é muito importante evitar aglomerações para se prevenir e prevenir as pessoas que você ama do… https://t.co/FsCemMdRA0,2020-03-23 13:45:50,None,,None,Brasil  Brasília,1103,345,1267625,pt
_1241331968517844994,_37717107,Quem tem mais de 60 anos deve ficar em casa  mesmo sem sintomas. Os demais  evitem circulação nas ruas. Proteja voc… https://t.co/TVFtWIKvIZ,2020-03-21 11:52:58,None,,None,Brasil  Brasília,46487,9532,1267625,pt
_1245079417933742081,_52722451,A HOLANDA que não fez quarentena e não fechou uma loja   já passou do pico da epidee está indo para o fim da epidem… https://t.co/PT6i94LVS0,2020-03-31 20:04:00,None,,None,Porto Alegre,26770,7738,338665,pt
_1245079417933742081,_52722451,A HOLANDA que não fez quarentena e não fechou uma loja   já passou do pico da epidee está indo para o fim da epidem… https://t.co/PT6i94LVS0,2020-03-31 20:04:00,None,,None,Porto Alegre,26770,7738,338665,pt
_1245327689445068800,_785833176,Diferentemente do que foi divulgado no vídeo postado por Bolsonaro neste 1º de abril  não há desabastecimento na Ce… https://t.co/uUHScdkRu8,2020-04-01 12:30:32,None,,None,,18646,5201,326851,pt
_1245013144524726273,_189868631,People without regular incomes or any financial cushion deserve social policies that ensure dignity and enable them… https://t.co/QrhIFqqE5H,2020-03-31 15:40:39,None,,None,Geneva  Switzerland,6579,2622,1410024,en
_1244409780963348480,_981552708778909696,"Um jogo de damas em Pelotas terminou em pancadaria. 

Ah  que cidade... https://t.co/6vOZOjjxDc",2020-03-29 23:43:06,None,,None,Pelotas  RS,670,110,2697,pt
_1241453497146642435,_13197402,"The single most important thing to beat Corona: 
Stay away from Grandma and Grandpa.
Love them from afar.… https://t.co/RsZcU6KLNm",2020-03-21 19:55:53,None,,None,Israel,712,315,284056,en
_1242953631089020928,_13197402,"אם נצא למשימה לאומית מרכזית של הקמת מערך בדיקות המוני של כ30 000 בדיקות ביום  
להערכתי נוכל לשחרר את הכלכלה לאחר הפסח (לצד עוד פעולות).",2020-03-25 23:16:53,None,,None,Israel,341,13,284056,iw
_1231295023033069568,_286790803,".
🥳🎉  CARNAVAL na BAHIA - QUEM VAI?  🎉🥳
. https://t.co/OV8avpwkTa",2020-02-22 19:09:44,None,,None,Nova York  EUA,309,118,9438,pt
_962814691415347200,_219092234,A galera do Bloco Crocodilo  que será puxado por Daniela Mercury  já aguarda ansiosa início do desfile na Barra.… https://t.co/moznzThNvg,2018-02-11 22:24:45,None,,None,Salvador,0,0,86,pt
_1240251678282125318,_1163562471854133250,Informo que o resultado do meu segundo exame  realizado no HFA  acusou positivo. Aguardo  a contraprova da FioCruz.… https://t.co/ZU43cdrOPF,2020-03-18 12:20:17,None,,None,Brasília - DF,68928,6491,1155575,pt
_1241708490181283842,_84368406,@rsallesmma @rsallesmma  na posição de ministro  esperamos que o senhor  no mínimo  tenha a responsabilidade de se… https://t.co/FNtEeVQCNP,2020-03-22 12:49:08,None,,None,,8417,721,399994,pt
_1241708490181283842,_84368406,@rsallesmma @rsallesmma  na posição de ministro  esperamos que o senhor  no mínimo  tenha a responsabilidade de se… https://t.co/FNtEeVQCNP,2020-03-22 12:49:08,None,,None,,8417,721,399994,pt
_1233486735578976257,_146569971,CDC does not currently recommend the general public use facemasks or respirators for #COVID19. This 2017 @NIOSH gra… https://t.co/nJtrKemahB,2020-02-28 20:18:49,None,,None,Atlanta  GA,614,517,3683465,en
_1242120885227737089,_216777909,#FAKENEWS | ⚠O governo federal não está fazendo recadastramentos! Não clique nesses links. Eles foram feitos para r… https://t.co/F1VM82EJuc,2020-03-23 16:07:51,None,,None,Brasília  DF  Brasil,949,448,706130,pt
_1242120885227737089,_216777909,#FAKENEWS | ⚠O governo federal não está fazendo recadastramentos! Não clique nesses links. Eles foram feitos para r… https://t.co/F1VM82EJuc,2020-03-23 16:07:51,None,,None,Brasília  DF  Brasil,949,448,706130,pt
_1225847292541968384,_1025037163291914240,Interferón alfa 2B: El medicamento cubano usado en China contra el coronavirus. Nuestro apoyo al gobierno y pueblo… https://t.co/yxdM5XDP8J,2020-02-07 18:22:24,None,,None,Cuba,6533,4852,423420,es
_1225847292541968384,_1025037163291914240,Interferón alfa 2B: El medicamento cubano usado en China contra el coronavirus. Nuestro apoyo al gobierno y pueblo… https://t.co/yxdM5XDP8J,2020-02-07 18:22:24,None,,None,Cuba,6533,4852,423420,es
_1225230332187815936,_1075882433776676865,La planta chino-cubana #Changheber en #Jilin produce desde el primer día del #AñoNuevoLunar  el Interferon alpha (I… https://t.co/ljsI0BVDBB,2020-02-06 01:30:49,None,,None,Cuba,642,529,146064,es
_1233823188137762822,_95740548,Espanha:”Mais de 80 clientes em quarentena num prostíbulo por coronavírus”. Aí sim!,2020-02-29 18:35:46,None,,None,,6806,524,5256351,pt
_1233823188137762822,_95740548,Espanha:”Mais de 80 clientes em quarentena num prostíbulo por coronavírus”. Aí sim!,2020-02-29 18:35:46,None,,None,,6806,524,5256351,pt
_1243273041670373376,_1046678381536964636,"#Italie 🇮🇹 |  Ville de Bergame
Des dizaines de cadavres reposent à l'intérieur d'une paroisse durant la saturation… https://t.co/a8mwy4V8Oh",2020-03-26 20:26:06,None,,None,France,9,10,6756,fr
_1223337991168380928,_224896427,These short inserts do indeed exist in #nCoV2019 relative to its closest sequenced relative (BetaCoV/bat/Yunnan/RaT… https://t.co/9m7CRYlKWo,2020-01-31 20:11:20,None,,None,Seattle  WA,1198,599,304531,en
_1223666856923291648,_224896427,Based on the content of my mentions  I feel like I need to further debunk crazy #nCoV2019 / HIV conspiracy preprint… https://t.co/F5bdF56KU2,2020-02-01 17:58:07,None,,None,Seattle  WA,1397,785,304531,en
_1221768255330603008,_49616273,#Updates: As of 20:00 Monday  in total 2 840 confirmed cases of novel #coronavirus in China  57 discharged from hos… https://t.co/ccwlMK5Y1E,2020-01-27 12:13:46,None,,None,Beijing  China,1204,852,1885062,en
_1221893940019941381,_14499829,In outbreaks of other #coronaviruses (MERS &amp; SARS)  person-to-person transmission occurred through droplets  contac… https://t.co/b6ZZnDXS1e,2020-01-27 20:33:11,None,,None,Geneva  Switzerland,1752,1770,9018191,en
_1222471896723099648,_49616273,Among the confirmed 6 078 patients  132 have died  115 have been discharged from hospitals after recovery: official… https://t.co/Y2rKTiKvIX,2020-01-29 10:49:47,None,,None,Beijing  China,58,44,1885062,en
_1221768255330603008,_49616273,#Updates: As of 20:00 Monday  in total 2 840 confirmed cases of novel #coronavirus in China  57 discharged from hos… https://t.co/ccwlMK5Y1E,2020-01-27 12:13:46,None,,None,Beijing  China,1204,852,1885062,en
_1237777021742338049,_14499829,"🚨 BREAKING 🚨

""We have therefore made the assessment that #COVID19 can be characterized as a pandemic""-@DrTedros… https://t.co/sDXhYYqy5g",2020-03-11 16:26:53,None,,None,Geneva  Switzerland,55432,54178,9018191,en
_1229708001243795458,_453124512,If the number of reported confirmed cases of #COVID19 continues to slow down  the 2% fatality rate people have been… https://t.co/xdQ18DiBEf,2020-02-18 10:03:29,None,,None,,1034,542,122362,en
_1220504916583682048,_796745155,@mandl Today  the @WHO reported their own estimates (though I haven't seen the methods yet)  which were R_0 = 1.4 t… https://t.co/d4GW9Vti34,2020-01-24 00:33:42,None,,None,Boston  MA  USA,37,21,29920,en
_1238187635052552196,_37717107,"#Atualização | O @minsaude atualiza a situação do #coronavírus no Brasil  até 16h de 12/03:
▶️ 1.427 casos suspeito… https://t.co/zANkIFW0LT",2020-03-12 19:38:31,None,,None,Brasil  Brasília,3021,833,1267625,pt
_1237777021742338049,_14499829,"🚨 BREAKING 🚨

""We have therefore made the assessment that #COVID19 can be characterized as a pandemic""-@DrTedros… https://t.co/sDXhYYqy5g",2020-03-11 16:26:53,None,,None,Geneva  Switzerland,55432,54178,9018191,en
