,id,title,text,claimDate,reviewDate,claimant,publisher,url,label,found,query,poynter_date
0,2,,,,,,,,,9,https://lasillavacia.com/detector-moringa-ivermectina-o-matarraton-no-curan-ni-previenen-covid-80077,2021-02-08 00:00:00
1,3,#Verificamos: É falso que vacinas contra Covid-19 causaram a ...,“181 americanos morreram em razão das vacinas contra covid em apenas duas semanas”,2021-02-05T19:21:19Z,2021-02-05T19:21:19Z,Post no Facebook,UOL,https://piaui.folha.uol.com.br/lupa/2021/02/05/verificamos-vacinas-morte-estados-unidos/,Falso,1,https://piaui.folha.uol.com.br/lupa/2021/02/05/verificamos-vacinas-morte-estados-unidos/,2021-02-05 00:00:00
2,4,,Indonesia's GeNose machine has accuracy of 99.9 percent to detect Covid-19 and the results can be obtained in 10 seconds,2021-01-30T00:00:00Z,2021-02-05T08:53:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/social-media-posts-mislead-reliability-indonesias-covid-19-breathalyser-machines,Misleading,1,https://factcheck.afp.com/social-media-posts-mislead-reliability-indonesias-covid-19-breathalyser-machines,2021-02-05 00:00:00
3,5,Videonun Çin'de anal sürüntü testinden çıkan çocukları gösterdiği ...,Videonun Çin'de anal sürüntü testinden çıkan çocukları gösterdiği iddiası,2021-01-30T00:00:00Z,2021-02-05T00:00:00Z,Sosyal Medya,Teyit.org,https://teyit.org/analiz-videonun-cinde-anal-suruntu-testinden-cikan-cocuklari-gosterdigi-iddiasi,Yanlış,1,https://teyit.org/analiz-videonun-cinde-anal-suruntu-testinden-cikan-cocuklari-gosterdigi-iddiasi,2021-02-05 00:00:00
4,6,Doctors administering COVID-19 vaccines aren't guilty of war crimes,"Doctors and nurses who administer the coronavirus vaccine can be ""tried as war criminals.""",2021-02-06T00:00:00Z,,Bloggers,PolitiFact,https://www.politifact.com/factchecks/2021/feb/11/blog-posting/doctors-administering-covid-19-vaccines-arent-guil/,Pants on Fire,1,https://www.politifact.com/factchecks/2021/feb/11/blog-posting/doctors-administering-covid-19-vaccines-arent-guil/,2021-02-06 00:00:00
5,7,Ni el tapabocas hace sumisa a la gente ni es un invento árabe para ...,Árabes descubrieron que cubrir nariz y boca quiebra la individualidad,,2021-02-07T01:47:18Z,,ColombiaCheck,https://colombiacheck.com/chequeos/ni-el-tapabocas-hace-sumisa-la-gente-ni-es-un-invento-arabe-para-someter-mujeres,Falso,1,https://colombiacheck.com/chequeos/ni-el-tapabocas-hace-sumisa-la-gente-ni-es-un-invento-arabe-para-someter-mujeres,2021-02-07 00:00:00
6,8,,,,,,,,,9,https://piaui.folha.uol.com.br/lupa/2021/02/05/verificamos-rn-estragar-vacina/,2021-02-05 00:00:00
7,9,,,,,,,,,9,https://www.efe.com/efe/espana/efeverifica/la-vacuna-rUnited States-necesita-dos-dosis-y-no-solo-una-como-aseguran-en-redes-sociales/50001435-4458463,2021-02-05 00:00:00
8,10,,La policía hizo un rastreo en un Lidl de Gijón y descubrió a 11 personas positivas en COVID-19 haciendo la compra,,2021-02-05T00:00:00Z,,Maldita.es,https://maldita.es/malditobulo/20210205/policia-descubierto-11-personas-positivas-covid-19-lidl-gijon/,Falso,1,https://maldita.es/malditobulo/20210205/policia-descubierto-11-personas-positivas-covid-19-lidl-gijon/,2021-02-05 00:00:00
9,11,,,,,,,,,9,http://www.mythdetector.ge/en/myth/five-pieces-disinformation-gibraltar-swedish-herd-immunity,2021-02-05 00:00:00
10,12,,,,,,,,,9,http://www.mythdetector.ge/en/myth/information-alleging-futile-vaccines-israel-are-brought-georgia-false,2021-02-09 00:00:00
11,13,Audio del 'homeópata' Rubén Carvajal es una mezcla de ideas ...,El coronavirus es inofensivo,,2021-02-05T21:17:18Z,,ColombiaCheck,https://colombiacheck.com/chequeos/audio-del-homeopata-ruben-carvajal-es-una-mezcla-de-ideas-falsas-sobre-el-covid-19,Falso,1,https://colombiacheck.com/chequeos/audio-del-homeopata-ruben-carvajal-es-una-mezcla-de-ideas-falsas-sobre-el-covid-19,2021-02-05 00:00:00
12,14,,,,,,,,,9,https://piaui.folha.uol.com.br/lupa/2021/02/05/verificamos-variante-coronavirus-manaus/,2021-02-05 00:00:00
13,15,,Blowing vape smoke through face masks shows that they do not help prevent the spread of coronavirus,2020-09-06T00:00:00Z,2021-02-06T01:52:00Z,multiple sources,AFP Fact Check,https://factcheck.afp.com/doctor-expired-license-falsely-claims-masks-dont-work,False,1,https://factcheck.afp.com/doctor-expired-license-falsely-claims-masks-dont-work,2021-02-05 00:00:00
14,16,,,,,,,,,9,https://teyit.org/analiz-italyada-bir-doktorun-yogun-bakimda-yer-acmak-icin-hastalari-oldurdugu-iddiasi,2021-02-05 00:00:00
15,17,,,,,,,,,9,https://politica.estadao.com.br/blogs/estadao-verifica/facebook-restaurou-post-sobre-hidroxicloroquina-mas-mantem-politica-de-remocao-de-desinformacao-sobre-a-covid-19/,2021-02-09 00:00:00
16,18,,Merck Scraps COVID Vaccines; Says It’s More Effective To Get The Virus And Recover,2021-01-26T00:00:00Z,2021-02-08T22:48:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/article-misleads-mercks-decision-drop-covid-19-vaccines,Missing context,1,https://factcheck.afp.com/article-misleads-mercks-decision-drop-covid-19-vaccines,2021-02-08 00:00:00
17,19,#Verificamos: É falso que estudo da USP comprovou eficácia da ...,COVID-19: estudo da USP comprova eficácia da hidroxicloroquina e da azitromicina,2021-02-08T17:46:33Z,2021-02-08T17:46:33Z,Post no Facebook,UOL,https://piaui.folha.uol.com.br/lupa/2021/02/08/verificamos-usp-estudo-coronavirus/,Falso,1,https://piaui.folha.uol.com.br/lupa/2021/02/08/verificamos-usp-estudo-coronavirus/,2021-02-08 00:00:00
18,20,,This footage shows a girl suffering from a Covid-19 vaccine's side effects.,2021-01-13T00:00:00Z,2021-02-08T08:51:00Z,multiple sources,AFP Fact Check,https://factcheck.afp.com/social-media-posts-falsely-claim-old-video-shows-covid-19-vaccine-side-effects,FALSE,1,https://factcheck.afp.com/social-media-posts-falsely-claim-old-video-shows-covid-19-vaccine-side-effects,2021-02-08 00:00:00
19,21,,,,,,,,,9,https://piaui.folha.uol.com.br/lupa/2021/02/08/verificamos-amazonas-covid-pazuello/,2021-02-08 00:00:00
20,22,Las mentiras de Chinda Brandolino sobre las vacunas contra el ...,Según Chinda Brandolino las vacunas contra el COVID-19 son transgénicas,,2021-02-08T15:53:02Z,,ColombiaCheck,https://colombiacheck.com/chequeos/las-mentiras-de-chinda-brandolino-sobre-las-vacunas-contra-el-covid-19,Falso,1,https://colombiacheck.com/chequeos/las-mentiras-de-chinda-brandolino-sobre-las-vacunas-contra-el-covid-19,2021-02-08 00:00:00
21,23,,,,,,,,,9,https://maldita.es/malditobulo/20210208/institutos-nacionales-salud-estados-unidos-no-dicen-mascarilla-provoque-muertes-neumonia-bacteriana/,2021-02-08 00:00:00
22,24,,,,,,,,,9,https://maldita.es/malditaciencia/20210208/vacuna-coronavirus-no-cumple-definicion-cambiar-adn-enferma-80-personas/,2021-02-08 00:00:00
23,25,Noszenie maseczek nie przyczynia się do zachorowań na ...,Maseczki powodują nowotwory płuc.,,2021-02-10T00:00:00Z,,Demagog,https://demagog.org.pl/fake_news/noszenie-maseczek-nie-przyczynia-sie-do-zachorowan-na-nowotwory-pluc/,Fałsz. Maseczki nie powodują zachorowań na raka płuc. Przytaczane w artykule badania nie miały nic wspólnego z noszeniem maseczek w czasie pandemii koronawirusa SARS-CoV-2.,1,https://demagog.org.pl/fake_news/noszenie-maseczek-nie-przyczynia-sie-do-zachorowan-na-nowotwory-pluc/,2021-02-08 00:00:00
24,26,,,,,,,,,9,https://maldita.es/malditobulo/20210208/video-doctores-enfermeras-policias-bomberos-protestando-francia-orden-mundial-plandemia/,2021-02-08 00:00:00
25,27,FACT CHECK: Does This Video Show Nigerian Students Jumping ...,the video shows Nigerian students jumping from the second floor of a school building to avoid receiving a school-mandated COVID-19 vaccine,2021-02-02T00:00:00Z,2021-02-09T19:49:41Z,Viral Video,Check Your Fact,http://checkyourfact.com/2021/02/09/fact-check-video-nigerian-students-jumping-avoid-coronavirus-vaccines/,False,1,https://checkyourfact.com/2021/02/09/fact-check-video-nigerian-students-jumping-avoid-coronavirus-vaccines/,2021-02-10 00:00:00
26,28,,,,,,,,,9,https://www.newtral.es/bulo-lidl-covid-gijon/20210208/,2021-02-08 00:00:00
27,29,,,,,,,,,9,http://www.mythdetector.ge/en/myth/vaccination-recommended-people-recovered-covid-19,2021-02-08 00:00:00
28,30,"Nie, fale elektromagnetyczne nie są przyczyną wszystkich pandemii",Fale elektromagnetyczne przyczyniły się do wszystkich pandemii na przestrzeni ostatnich 150 lat.,2021-01-20T00:00:00Z,2021-02-09T00:00:00Z,Thomas Cowan,Demagog,https://demagog.org.pl/fake_news/nie-fale-elektromagnetyczne-nie-sa-przyczyna-wszystkich-pandemii/,Fałsz. Elektryfikacja nie ma związku z pandemiami. Za pandemie odpowiadają wirusy o potencjalnie pandemicznym.,1,https://demagog.org.pl/fake_news/nie-fale-elektromagnetyczne-nie-sa-przyczyna-wszystkich-pandemii/,2021-02-08 00:00:00
29,31,,,,,,,,,9,http://www.mythdetector.ge/en/myth/manipulated-video-telegrams-anti-vaccine-channel-disseminated-facebook,2021-02-11 00:00:00
30,32,,,,,,,,,9,https://healthfeedback.org/claimreview/article-claiming-that-masks-contribute-to-cancer-development-misrepresents-a-study-about-lung-cancer-which-didnt-involve-masks-at-all/,2021-02-08 00:00:00
31,33,,American Journal of Medicine and Facebook “admit mistakes” on hydroxychloroquine studies,2020-02-03T00:00:00Z,2021-02-11T12:38:00Z,Multiple Sources,AFP Fact Check,https://factcheck.afp.com/misleading-claim-circulates-us-medical-journal-endorsed-hydroxychloroquine-covid-treatment,Misleading,1,https://factcheck.afp.com/misleading-claim-circulates-us-medical-journal-endorsed-hydroxychloroquine-covid-treatment,2021-02-11 00:00:00
32,34,,,,,,,,,9,http://www.mythdetector.ge/en/node/4014,2021-02-11 00:00:00
33,35,"Nie, WHO nie ukrywa oszustw poprzez zmianę kryteriów testowania ...","W styczniu 2021 roku Światowa Organizacja Zdrowia zmieniła zalecenia w sprawie testów PCR, by ukryć własne oszustwa na temat pandemii koronawirusa SARS-CoV-2.",2021-02-08T00:00:00Z,2021-02-12T00:00:00Z,Odkrywamy Zakryte,Demagog,https://demagog.org.pl/fake_news/nie-who-nie-ukrywa-oszustw-poprzez-zmiane-kryteriow-testowania-pcr/,"Fałsz. WHO nie zmieniła swoich zaleceń w sprawie testów PCR. Nota informacyjna, na którą się powołano, została wystosowana jedynie w celu przypomnienia konieczności dokładnego zapoznania się z instrukcjami w czasie wykonywania testu.",1,https://demagog.org.pl/fake_news/nie-who-nie-ukrywa-oszustw-poprzez-zmiane-kryteriow-testowania-pcr/,2021-02-09 00:00:00
34,36,,,,,,,,,9,https://colombiacheck.com/chequeos/vacunas-que-llegaran-colombia-por-mecanismo-covax-no-son-regaladas,2021-02-10 00:00:00
35,37,,,,,,,,,9,http://www.mythdetector.ge/en/myth/has-coronavirus-been-isolated-and-it-possible-request-public-information-about-existence,2021-02-10 00:00:00
36,38,,,,,,,,,9,http://www.mythdetector.ge/en/myth/did-gates-started-speak-russian,2021-02-12 00:00:00
37,39,,,,,,,,,9,https://politica.estadao.com.br/blogs/estadao-verifica/e-falso-que-eua-estejam-distribuindo-ivermectina-e-leite-condensado-a-vacinados/,2021-02-10 00:00:00
38,40,,Informe médico de prueba PCR del Hospital Quirónsalud Barcelona: Illa positivo por coronavirus Covid-19,,2021-02-12T00:00:00Z,,Maldita.es,https://maldita.es/malditobulo/20210212/illa-positivo-covid-coronavirus-quironsalud-alvise-pcr-psc/,Falso,1,https://maldita.es/malditobulo/20210212/illa-positivo-covid-coronavirus-quironsalud-alvise-pcr-psc/,2021-02-12 00:00:00
39,41,,,,,,,,,9,https://maldita.es/malditobulo/20210210/no-hospital-clinico-puerta-hierro-fin-semana-urgencias-trescientos-ninos-covid-19-madrid/,2021-02-10 00:00:00
40,42,,,,,,,,,9,https://maldita.es/malditobulo/20210210/no-gobierno-construido-campos-concentracion-asintomaticos-disidentes-orihuela-alicante/,2021-02-10 00:00:00
41,43,,"El liante, embustero y seguramente futuro encausado Salvador Illa dio positivo en PCR el día 6 de Febrero en la clínica Quirón de Barcelona.",,2021-02-12T00:00:00Z,,Newtral,https://www.newtral.es/salvador-illa-positivo-coronavirus-bulo/20210212/,Falso,1,https://www.newtral.es/salvador-illa-positivo-coronavirus-bulo/20210212/,2021-02-12 00:00:00
42,44,,,,,,,,,9,http://www.mythdetector.ge/en/node/4006,2021-02-10 00:00:00
43,45,,,,,,,,,9,https://lasillavacia.com/detector-otra-vez-las-vacunas-arn-mensajero-no-modifican-nuestro-genoma-80164,2021-02-12 00:00:00
44,46,,,,,,,,,9,http://www.mythdetector.ge/en/myth/what-does-troll-say-about-vaccine-replacing-god-gene,2021-02-09 00:00:00
45,47,,Disgraced US scientist Judy Mikovits jailed in 2021 for discovering retroviruses are transmitted to humans through vaccines,2020-02-01T00:00:00Z,2021-02-09T04:40:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/facebook-posts-falsely-report-arrest-discredited-us-researcher-who-featured-plandemic-video,False,1,https://factcheck.afp.com/facebook-posts-falsely-report-arrest-discredited-us-researcher-who-featured-plandemic-video,2021-02-09 00:00:00
46,48,,France and Australia suspends Covid-19 vaccine rollout?,,2021-02-12T05:30:00Z,,AFP Fact Check,https://factcheck.afp.com/conspiracy-theorist-alex-jones-falsely-claims-australia-and-france-ditched-coronavirus-vaccination,Partly false,1,https://factcheck.afp.com/conspiracy-theorist-alex-jones-falsely-claims-australia-and-france-ditched-coronavirus-vaccination,2021-02-12 00:00:00
47,49,,,,,,,,,9,https://politica.estadao.com.br/blogs/estadao-verifica/e-falso-que-vacinas-contra-a-covid-19-utilizem-tecnologia-nunca-antes-testada-em-humanos/,2021-02-12 00:00:00
48,50,,Face masks cause lung cancer,2021-01-29T00:00:00Z,2021-02-12T22:48:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/no-evidence-face-mask-use-causes-lung-cancer,False,1,https://factcheck.afp.com/no-evidence-face-mask-use-causes-lung-cancer,2021-02-12 00:00:00
49,51,,,,,,,,,9,http://www.mythdetector.ge/en/myth/who-links-ebola-obama-bill-gates-and-covid-19-plastic-coffins,2021-02-11 00:00:00
50,52,,The Covid-19 vaccine will kill you so do not take it,2021-02-01T00:00:00Z,2021-02-11T10:30:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/anti-vaxxer-messages-circulate-online-sri-lanka-island-nation-prepares-coronavirus-vaccination-drive,False,1,https://factcheck.afp.com/anti-vaxxer-messages-circulate-online-sri-lanka-island-nation-prepares-coronavirus-vaccination-drive,2021-02-11 00:00:00
51,53,,,,,,,,,9,https://chequeado.com/verificacionfb/es-falso-que-estan-United Statesndo-fetos-abortados-en-las-vacunas-contra-el-coronavirus/,2021-02-11 00:00:00
52,54,,,,,,,,,9,http://www.mythdetector.ge/en/myth/pfizers-ceo-says-he-will-receive-vaccine-when-its-his-turn,2021-02-02 00:00:00
53,55,,,,,,,,,9,https://www.newtral.es/bulo-coronavirus-israel-limon-bicarbonato/20210202/,2021-02-02 00:00:00
54,56,,Image shows recipe for antimalarial drugs quinine and hydroxychloroquine,2020-01-31T00:00:00Z,2021-02-11T06:30:00Z,Multiple Sources,AFP Fact Check,https://factcheck.afp.com/facebook-posts-falsely-claim-hydroxychloroquine-can-be-homemade-treatment-covid-19,False,1,https://factcheck.afp.com/facebook-posts-falsely-claim-hydroxychloroquine-can-be-homemade-treatment-covid-19,2021-02-11 00:00:00
55,57,,,,,,,,,9,https://lasillavacia.com/detector-no-ningun-medicamento-casero-puede-combatir-covid-80131,2021-02-11 00:00:00
56,58,,,,,,,,,9,https://maldita.es/malditobulo/20210202/50000-restaurantes-italia-gobierno-rendido-quitado-todas-restricciones/,2021-02-02 00:00:00
57,59,"Video Airs False, Misleading Claims About Face Masks","Face masks have been proven ""unsafe"" and ""ineffective,"" and cause ""facial deformities.""",2021-02-12T00:00:00Z,,Eric Nepute,FactCheck.org,https://www.factcheck.org/2021/02/scicheck-video-airs-false-misleading-claims-about-face-masks/,False,1,https://www.factcheck.org/2021/02/scicheck-video-airs-false-misleading-claims-about-face-masks/,2021-02-11 00:00:00
58,60,,,,,,,,,9,https://www.buzzfeed.com/jp/kotahatachi/vaccine-debunk,2021-02-02 00:00:00
59,61,,,,,,,,,9,http://www.mythdetector.ge/en/myth/anti-vaxxers-disinformation-and-unfounded-claims-obieqtivi-tv,2021-02-02 00:00:00
60,62,,,,,,,,,9,https://piaui.folha.uol.com.br/lupa/2021/02/02/verificamos-tralli-sem-mascara/,2021-02-02 00:00:00
61,63,,,,,,,,,9,https://lasillavacia.com/detector-dos-personas-murieron-despues-vacunarse-contra-covid-no-hay-prueba-sea-caUnited States,2021-02-02 00:00:00
62,64,,This video shows Thai health minister crying in fear while taking Covid-19 vaccine,,2021-02-02T17:34:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/video-has-circulated-reports-2018-about-nurse-trying-give-chinese-man-injection,False,1,https://factcheck.afp.com/video-has-circulated-reports-2018-about-nurse-trying-give-chinese-man-injection,2021-02-02 00:00:00
63,65,#Verificamos: Morte de cacique no Acre não está relacionada com ...,Morre o primeiro indígena [Fernando Katukina] a tomar a CoronaVac no Acre,2021-02-02T14:42:27Z,2021-02-02T14:42:27Z,Título de texto publicado no site Imprensa Brasil,UOL,https://piaui.folha.uol.com.br/lupa/2021/02/02/verificamos-morte-cacique-vacina/,"Verdadeiro, mas",1,https://piaui.folha.uol.com.br/lupa/2021/02/02/verificamos-morte-cacique-vacina/,2021-02-02 00:00:00
64,66,,,,,,,,,9,https://piaui.folha.uol.com.br/lupa/2021/02/01/verificamos-coronavac-vacina-oxford/,2021-02-01 00:00:00
65,67,,,,,,,,,9,https://maldita.es/malditaciencia/20210201/uso-compulsivo-mascarillas-no-caUnited States-propagacion-hongo-candida-auris-ni-40-mortalidad-hospitalaria/,2021-02-01 00:00:00
66,68,,,,,,,,,9,https://maldita.es/malditobulo/20210201/campos-concentracion-recluir-ninos-aislamiento-italia-covid-19/,2021-02-01 00:00:00
67,69,,,,,,,,,9,https://www.animalpolitico.com/elsabueso/covid-no-es-un-engano-dichos-atribuidos-a-medico-en-canada-desinforman/,2021-02-01 00:00:00
68,70,,,,,,,,,9,https://maldita.es/malditaciencia/20210203/evento-201-pandemia-ejercicio-simulacion-covid-19/,2021-02-03 00:00:00
69,71,,,,,,,,,9,http://www.mythdetector.ge/en/myth/support-navalny-or-against-vaccine-what-does-video-depict,2021-02-01 00:00:00
70,72,,,,,,,,,9,https://lasillavacia.com/detector-dioxido-sodio-no-solucion-todas-las-enfermedades-como-dice-aleman-andreas,2021-02-03 00:00:00
71,73,,,,,,,,,9,https://www.newtral.es/bulo-vacuna-arn-mensajero-martin-mikovits/20210203/,2021-02-03 00:00:00
72,74,,,,,,,,,9,https://maldita.es/malditobulo/20210201/henry-kissinger-gente-morir-nuevo-orden-mundial-mundo-mejor-sobrevivan/,2021-02-01 00:00:00
73,75,,,,,,,,,9,https://piaui.folha.uol.com.br/lupa/2021/02/03/pesquisa-ministerio-saude-whatsapp/,2021-02-03 00:00:00
74,76,,,,,,,,,9,https://piaui.folha.uol.com.br/lupa/2021/02/03/verificamos-populacao-portugal-confinada/,2021-02-03 00:00:00
75,77,,,,,,,,,9,https://piaui.folha.uol.com.br/lupa/2021/02/04/verificamos-vacina-bauru-doria/,2021-02-04 00:00:00
76,78,,,,,,,,,9,https://lasillavacia.com/detector-otra-vez-ei-instituto-virologia-wuhan-no-tiene-relacion-las-farmaceuticas,2021-02-04 00:00:00
77,79,Declaraciones de Patarroyo sobre las vacunas contra COVID-19 ...,Manuel Elkin Patarroyo dice que efecto vacunas contra coronavirus es corto,,2021-02-03T21:55:05Z,,ColombiaCheck,https://colombiacheck.com/chequeos/declaraciones-de-patarroyo-sobre-las-vacunas-contra-covid-19-estan-desactualizadas,Cuestionable,1,https://colombiacheck.com/chequeos/declaraciones-de-patarroyo-sobre-las-vacunas-contra-covid-19-estan-desactualizadas,2021-02-03 00:00:00
78,80,,,,,,,,,9,https://politica.estadao.com.br/blogs/estadao-verifica/jogador-de-beisebol-dos-eua-hank-aaron-morreu-de-caUnited Statess-naturais-e-nao-por-conta-da-vacina/,2021-02-03 00:00:00
79,81,"Dióxido de cloro es potencialmente tóxico, contrario a lo que afirmó ...",Dióxido de cloro no es tóxico,,2021-02-02T20:59:38Z,,ColombiaCheck,https://colombiacheck.com/chequeos/dioxido-de-cloro-es-potencialmente-toxico-contrario-lo-que-afirmo-la-actriz-cony-camelo,Falso,1,https://colombiacheck.com/chequeos/dioxido-de-cloro-es-potencialmente-toxico-contrario-lo-que-afirmo-la-actriz-cony-camelo,2021-02-02 00:00:00
80,82,,WHO advice says people don’t need to wear a mask,2021-02-03T00:00:00Z,2021-02-04T07:30:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/false-social-media-posts-claim-who-advised-against-wearing-face-masks-2021-despite-raging-pandemic,False,1,https://factcheck.afp.com/false-social-media-posts-claim-who-advised-against-wearing-face-masks-2021-despite-raging-pandemic,2021-02-04 00:00:00
81,83,,,,,,,,,9,https://piaui.folha.uol.com.br/lupa/2021/02/04/verificamos-pastor-vacinado-coronavac-tocantins/,2021-02-04 00:00:00
82,84,,Face masks are dangerous for children,2021-01-05T00:00:00Z,2021-02-03T17:34:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/posts-falsely-claim-face-mask-use-harms-children,False,1,https://factcheck.afp.com/posts-falsely-claim-face-mask-use-harms-children,2021-02-03 00:00:00
83,85,,,,,,,,,9,https://www.newtral.es/bulo-francia-desperto-video-protestas-trabajadores/20210204/,2021-02-04 00:00:00
84,86,,,,,,,,,9,http://www.mythdetector.ge/en/myth/video-collage-depicting-process-vaccination-manipulatively-disseminated,2021-02-03 00:00:00
85,87,,,,,,,,,9,https://maldita.es/malditobulo/20210208/policia-descubierto-8-personas-positivas-covid-19-lidl/,2021-02-05 00:00:00
86,88,,"El ARNm de las vacunas, que crea proteínas extrañas en nuestro organismo, modifica nuestro ADN",,2021-02-04T00:00:00Z,,Newtral,https://www.newtral.es/bulo-vacunas-ribosomas-funcion-arn-modifican-adn/20210204/,Falso,1,https://www.newtral.es/bulo-vacunas-ribosomas-funcion-arn-modifican-adn/20210204/,2021-02-04 00:00:00
87,89,,,,,,,,,9,https://lasillavacia.com/detector-no-vacuna-arn-mensajero-no-modifica-adn-80031,2021-02-04 00:00:00
88,90,,Los niveles de oxígeno en el interior de la mascarilla son menores e impiden que llegue a nuestros pulmones,2020-07-22T00:00:00Z,,Redes sociales,Maldita.es,https://maldita.es/malditaciencia/20210204/el-video-lleno-de-falsedades-en-el-que-un-presentador-mide-el-nivel-de-oxigeno-dentro-de-una-mascarilla-de-un-nino-el-aire-exhalado-siempre-tiene-menos-oxigeno-pero-las-mascarillas-no-lo-retienen/,Falso,1,https://maldita.es/malditaciencia/20210204/el-video-lleno-de-falsedades-en-el-que-un-presentador-mide-el-nivel-de-oxigeno-dentro-de-una-mascarilla-de-un-nino-el-aire-exhalado-siempre-tiene-menos-oxigeno-pero-las-mascarillas-no-lo-retienen/,2021-02-04 00:00:00
89,91,,,,,,,,,9,https://lasillavacia.com/detector-esta-foto-vacuna-astrazeneca-no-prueba-pandemia-estaba-planeada-80028,2021-02-04 00:00:00
90,92,FACT CHECK: Does This Video Show Thailand's Health Minister ...,The video shows Thailand’s health minister crying while receiving a COVID-19 vaccine injection,2021-01-30T00:00:00Z,2021-02-04T22:01:14Z,Viral Video,Check Your Fact,http://checkyourfact.com/2021/02/04/fact-check-video-thailand-health-minister-covid-vaccine/,False,1,https://checkyourfact.com/2021/02/04/fact-check-video-thailand-health-minister-covid-vaccine/,2021-02-04 00:00:00
91,93,VERA FILES FACT CHECK: Trillanes' claim on the status of COVID ...,Israel already had 50% of its population vaccinated.,2021-02-01T00:00:00Z,2021-02-04T00:00:00Z,Antonio “Sonny” Trillanes IV,VERA Files,https://verafiles.org/articles/vera-files-fact-check-trillanes-claim-status-covid-19-vaccin,Misleading,1,https://verafiles.org/articles/vera-files-fact-check-trillanes-claim-status-covid-19-vaccin,2021-02-04 00:00:00
92,93,VERA FILES FACT CHECK: Trillanes' claim on the status of COVID ...,ASEAN countries have rolled out vaccination programs as well.,2021-02-01T00:00:00Z,2021-02-04T00:00:00Z,Antonio “Sonny” Trillanes IV,VERA Files,https://verafiles.org/articles/vera-files-fact-check-trillanes-claim-status-covid-19-vaccin,Needs Context,1,https://verafiles.org/articles/vera-files-fact-check-trillanes-claim-status-covid-19-vaccin,2021-02-04 00:00:00
93,94,,,,,,,,,9,https://maldita.es/malditobulo/20210204/galicia-campos-concentracion-aislamiento-positivos-covid-19-reforma-ley/,2021-02-04 00:00:00
94,95,,,,,,,,,9,https://teyit.org/analiz-britanyada-covid-19-pozitif-olan-herkese-500-sterlin-odenecegi-iddiasi,2021-02-04 00:00:00
95,96,,,,,,,,,9,https://piaui.folha.uol.com.br/lupa/2021/02/04/verificamos-ceo-pfizer-vacina/,2021-02-04 00:00:00
96,97,,Baseball legend Hank Aaron’s death is related to his Moderna Covid-19 vaccination,2021-01-22T00:00:00Z,2021-01-27T20:59:00Z,multiple sources,AFP Fact Check,https://factcheck.afp.com/hall-famer-hank-aarons-death-unrelated-covid-19-vaccination,Misleading,1,https://factcheck.afp.com/hall-famer-hank-aarons-death-unrelated-covid-19-vaccination,2021-01-27 00:00:00
97,98,,,,,,,,,9,https://piaui.folha.uol.com.br/lupa/2021/01/27/verificamos-oms-testes-pcr/,2021-01-27 00:00:00
98,99,,,,,,,,,9,https://colombiacheck.com/chequeos/grafico-con-errores-sobre-precios-de-vacunas-aun-caUnited States-malentendidos,2021-01-27 00:00:00
99,100,,Accurate reporting on Pfizer-BioNTech Covid-19 vaccination drive and deaths in Germany,2021-01-19T00:00:00Z,2021-01-27T07:00:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/social-media-posts-misrepresent-pfizer-biontech-covid-19-vaccinations-germany,Misleading,1,https://factcheck.afp.com/social-media-posts-misrepresent-pfizer-biontech-covid-19-vaccinations-germany,2021-01-27 00:00:00
100,101,"Nie, grupa Bilderberg nie przygotowywała świata do medycznej tyranii",Grupa Bilderberg przygotowywała świat do medycznej tyranii.,2021-01-26T00:00:00Z,2021-02-03T00:00:00Z,Killuminati PL,Demagog,https://demagog.org.pl/fake_news/nie-grupa-bilderberg-nie-przygotowywala-swiata-do-medycznej-tyranii/,Fałsz. Grupa Bilderberg nie przygotowywała świata do medycznej tyranii Teoria spiskowa nie ma żadnego potwierdzenia w faktach.,1,https://demagog.org.pl/fake_news/nie-grupa-bilderberg-nie-przygotowywala-swiata-do-medycznej-tyranii/,2021-01-27 00:00:00
101,102,,,,,,,,,9,https://politica.estadao.com.br/blogs/estadao-verifica/socorrista-em-marica-morreu-por-enfarte-e-nao-por-reacao-a-vacina-contra-covid-19/,2021-01-27 00:00:00
102,103,Dióxido de cloro no cura el COVID-19 ni 'te salva de vacunarte ...,El dióxido de cloro te salva de vacunarte. Dióxido de cloro cura el COVID19,,2021-01-27T17:19:29Z,,ColombiaCheck,https://colombiacheck.com/chequeos/dioxido-de-cloro-no-cura-el-covid-19-ni-te-salva-de-vacunarte-como-dijo-natalia-paris,Falso,1,https://colombiacheck.com/chequeos/dioxido-de-cloro-no-cura-el-covid-19-ni-te-salva-de-vacunarte-como-dijo-natalia-paris,2021-01-27 00:00:00
