,id,title,text,claimDate,reviewDate,claimant,publisher,url,label,found,query,poynter
0,2,,,,,,,,,9,https://lasillavacia.com/detector-moringa-ivermectina-o-matarraton-no-curan-ni-previenen-covid-80077,
1,3,#Verificamos: É falso que vacinas contra Covid-19 causaram a ...,“181 americanos morreram em razão das vacinas contra covid em apenas duas semanas”,2021-02-05T19:21:19Z,2021-02-05T19:21:19Z,Post no Facebook,UOL,https://piaui.folha.uol.com.br/lupa/2021/02/05/verificamos-vacinas-morte-estados-unidos/,Falso,9,https://piaui.folha.uol.com.br/lupa/2021/02/05/verificamos-vacinas-morte-estados-unidos/,1.0
2,4,,Indonesia's GeNose machine has accuracy of 99.9 percent to detect Covid-19 and the results can be obtained in 10 seconds,2021-01-30T00:00:00Z,2021-02-05T08:53:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/social-media-posts-mislead-reliability-indonesias-covid-19-breathalyser-machines,Misleading,9,https://factcheck.afp.com/social-media-posts-mislead-reliability-indonesias-covid-19-breathalyser-machines,1.0
3,5,Videonun Çin'de anal sürüntü testinden çıkan çocukları gösterdiği ...,Videonun Çin'de anal sürüntü testinden çıkan çocukları gösterdiği iddiası,2021-01-30T00:00:00Z,2021-02-05T00:00:00Z,Sosyal Medya,Teyit.org,https://teyit.org/analiz-videonun-cinde-anal-suruntu-testinden-cikan-cocuklari-gosterdigi-iddiasi,Yanlış,9,https://teyit.org/analiz-videonun-cinde-anal-suruntu-testinden-cikan-cocuklari-gosterdigi-iddiasi,1.0
4,6,Doctors administering COVID-19 vaccines aren't guilty of war crimes,"Doctors and nurses who administer the coronavirus vaccine can be ""tried as war criminals.""",2021-02-06T00:00:00Z,,Bloggers,PolitiFact,https://www.politifact.com/factchecks/2021/feb/11/blog-posting/doctors-administering-covid-19-vaccines-arent-guil/,Pants on Fire,9,https://www.politifact.com/factchecks/2021/feb/11/blog-posting/doctors-administering-covid-19-vaccines-arent-guil/,1.0
5,7,Ni el tapabocas hace sumisa a la gente ni es un invento árabe para ...,Árabes descubrieron que cubrir nariz y boca quiebra la individualidad,,2021-02-07T01:47:18Z,,ColombiaCheck,https://colombiacheck.com/index.php/chequeos/ni-el-tapabocas-hace-sumisa-la-gente-ni-es-un-invento-arabe-para-someter-mujeres,Falso,9,https://colombiacheck.com/chequeos/ni-el-tapabocas-hace-sumisa-la-gente-ni-es-un-invento-arabe-para-someter-mujeres,0.0
6,8,,,,,,,,,9,https://piaui.folha.uol.com.br/lupa/2021/02/05/verificamos-rn-estragar-vacina/,
7,9,,,,,,,,,9,https://www.efe.com/efe/espana/efeverifica/la-vacuna-rUnited States-necesita-dos-dosis-y-no-solo-una-como-aseguran-en-redes-sociales/50001435-4458463,
8,10,,La policía hizo un rastreo en un Lidl de Gijón y descubrió a 11 personas positivas en COVID-19 haciendo la compra,,2021-02-05T00:00:00Z,,Maldita.es,https://maldita.es/malditobulo/20210205/policia-descubierto-11-personas-positivas-covid-19-lidl-gijon/,Falso,9,https://maldita.es/malditobulo/20210205/policia-descubierto-11-personas-positivas-covid-19-lidl-gijon/,1.0
9,11,,,,,,,,,9,http://www.mythdetector.ge/en/myth/five-pieces-disinformation-gibraltar-swedish-herd-immunity,
10,12,,,,,,,,,9,http://www.mythdetector.ge/en/myth/information-alleging-futile-vaccines-israel-are-brought-georgia-false,
11,13,Audio del 'homeópata' Rubén Carvajal es una mezcla de ideas ...,El coronavirus es inofensivo,,2021-02-05T21:17:18Z,,ColombiaCheck,https://colombiacheck.com/chequeos/audio-del-homeopata-ruben-carvajal-es-una-mezcla-de-ideas-falsas-sobre-el-covid-19,Falso,9,https://colombiacheck.com/chequeos/audio-del-homeopata-ruben-carvajal-es-una-mezcla-de-ideas-falsas-sobre-el-covid-19,1.0
12,14,#Verificamos: Não há estudos que mostram maior letalidade ou ...,O vírus da Covid que está em Manaus (...) é 70% fatal,2021-02-05T15:46:18Z,2021-02-05T15:46:18Z,Post no Facebook,UOL,https://piaui.folha.uol.com.br/lupa/2021/02/05/verificamos-variante-coronavirus-manaus/,Insustentável,9,https://piaui.folha.uol.com.br/lupa/2021/02/05/verificamos-variante-coronavirus-manaus/,1.0
13,15,,Blowing vape smoke through face masks shows that they do not help prevent the spread of coronavirus,2020-09-06T00:00:00Z,2021-02-06T01:52:00Z,multiple sources,AFP Fact Check,https://factcheck.afp.com/doctor-expired-license-falsely-claims-masks-dont-work,False,9,https://factcheck.afp.com/doctor-expired-license-falsely-claims-masks-dont-work,1.0
14,16,,,,,,,,,9,https://teyit.org/analiz-italyada-bir-doktorun-yogun-bakimda-yer-acmak-icin-hastalari-oldurdugu-iddiasi,
15,17,,,,,,,,,9,https://politica.estadao.com.br/blogs/estadao-verifica/facebook-restaurou-post-sobre-hidroxicloroquina-mas-mantem-politica-de-remocao-de-desinformacao-sobre-a-covid-19/,
16,18,,Merck Scraps COVID Vaccines; Says It’s More Effective To Get The Virus And Recover,2021-01-26T00:00:00Z,2021-02-08T22:48:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/article-misleads-mercks-decision-drop-covid-19-vaccines,Missing context,9,https://factcheck.afp.com/article-misleads-mercks-decision-drop-covid-19-vaccines,1.0
17,19,#Verificamos: É falso que estudo da USP comprovou eficácia da ...,COVID-19: estudo da USP comprova eficácia da hidroxicloroquina e da azitromicina,2021-02-08T17:46:33Z,2021-02-08T17:46:33Z,Post no Facebook,UOL,https://piaui.folha.uol.com.br/lupa/2021/02/08/verificamos-usp-estudo-coronavirus/,Falso,9,https://piaui.folha.uol.com.br/lupa/2021/02/08/verificamos-usp-estudo-coronavirus/,1.0
18,20,,This footage shows a girl suffering from a Covid-19 vaccine's side effects.,2021-01-13T00:00:00Z,2021-02-08T08:51:00Z,multiple sources,AFP Fact Check,https://factcheck.afp.com/social-media-posts-falsely-claim-old-video-shows-covid-19-vaccine-side-effects,FALSE,9,https://factcheck.afp.com/social-media-posts-falsely-claim-old-video-shows-covid-19-vaccine-side-effects,1.0
19,21,,,,,,,,,9,https://piaui.folha.uol.com.br/lupa/2021/02/08/verificamos-amazonas-covid-pazuello/,
20,22,Las mentiras de Chinda Brandolino sobre las vacunas contra el ...,Según Chinda Brandolino las vacunas contra el COVID-19 son transgénicas,,2021-02-08T15:53:02Z,,ColombiaCheck,https://colombiacheck.com/chequeos/las-mentiras-de-chinda-brandolino-sobre-las-vacunas-contra-el-covid-19,Falso,9,https://colombiacheck.com/chequeos/las-mentiras-de-chinda-brandolino-sobre-las-vacunas-contra-el-covid-19,1.0
21,23,,,,,,,,,9,https://maldita.es/malditobulo/20210208/institutos-nacionales-salud-estados-unidos-no-dicen-mascarilla-provoque-muertes-neumonia-bacteriana/,
22,24,,,,,,,,,9,https://maldita.es/malditaciencia/20210208/vacuna-coronavirus-no-cumple-definicion-cambiar-adn-enferma-80-personas/,
23,25,Noszenie maseczek nie przyczynia się do zachorowań na ...,Maseczki powodują nowotwory płuc.,,2021-02-10T00:00:00Z,,Demagog,https://demagog.org.pl/fake_news/noszenie-maseczek-nie-przyczynia-sie-do-zachorowan-na-nowotwory-pluc/,Fałsz. Maseczki nie powodują zachorowań na raka płuc. Przytaczane w artykule badania nie miały nic wspólnego z noszeniem maseczek w czasie pandemii koronawirusa SARS-CoV-2.,9,https://demagog.org.pl/fake_news/noszenie-maseczek-nie-przyczynia-sie-do-zachorowan-na-nowotwory-pluc/,1.0
24,26,,,,,,,,,9,https://maldita.es/malditobulo/20210208/video-doctores-enfermeras-policias-bomberos-protestando-francia-orden-mundial-plandemia/,
25,27,FACT CHECK: Does This Video Show Nigerian Students Jumping ...,the video shows Nigerian students jumping from the second floor of a school building to avoid receiving a school-mandated COVID-19 vaccine,2021-02-02T00:00:00Z,2021-02-09T19:49:41Z,Viral Video,Check Your Fact,http://checkyourfact.com/2021/02/09/fact-check-video-nigerian-students-jumping-avoid-coronavirus-vaccines/,False,9,https://checkyourfact.com/2021/02/09/fact-check-video-nigerian-students-jumping-avoid-coronavirus-vaccines/,0.0
26,28,,,,,,,,,9,https://www.newtral.es/bulo-lidl-covid-gijon/20210208/,
27,29,,,,,,,,,9,http://www.mythdetector.ge/en/myth/vaccination-recommended-people-recovered-covid-19,
28,30,"Nie, fale elektromagnetyczne nie są przyczyną wszystkich pandemii",Fale elektromagnetyczne przyczyniły się do wszystkich pandemii na przestrzeni ostatnich 150 lat.,2021-01-20T00:00:00Z,2021-02-09T00:00:00Z,Thomas Cowan,Demagog,https://demagog.org.pl/fake_news/nie-fale-elektromagnetyczne-nie-sa-przyczyna-wszystkich-pandemii/,Fałsz. Elektryfikacja nie ma związku z pandemiami. Za pandemie odpowiadają wirusy o potencjalnie pandemicznym.,9,https://demagog.org.pl/fake_news/nie-fale-elektromagnetyczne-nie-sa-przyczyna-wszystkich-pandemii/,1.0
29,31,,,,,,,,,9,http://www.mythdetector.ge/en/myth/manipulated-video-telegrams-anti-vaccine-channel-disseminated-facebook,
30,32,,,,,,,,,9,https://healthfeedback.org/claimreview/article-claiming-that-masks-contribute-to-cancer-development-misrepresents-a-study-about-lung-cancer-which-didnt-involve-masks-at-all/,
31,33,,American Journal of Medicine and Facebook “admit mistakes” on hydroxychloroquine studies,2020-02-03T00:00:00Z,2021-02-11T12:38:00Z,Multiple Sources,AFP Fact Check,https://factcheck.afp.com/misleading-claim-circulates-us-medical-journal-endorsed-hydroxychloroquine-covid-treatment,Misleading,9,https://factcheck.afp.com/misleading-claim-circulates-us-medical-journal-endorsed-hydroxychloroquine-covid-treatment,1.0
32,34,,,,,,,,,9,http://www.mythdetector.ge/en/node/4014,
33,35,,,,,,,,,9,https://demagog.org.pl/fake_news/nie-who-nie-ukrywa-oszustw-poprzez-zmiane-kryteriow-testowania-pcr/,
34,36,,,,,,,,,9,https://colombiacheck.com/chequeos/vacunas-que-llegaran-colombia-por-mecanismo-covax-no-son-regaladas,
35,37,,,,,,,,,9,http://www.mythdetector.ge/en/myth/has-coronavirus-been-isolated-and-it-possible-request-public-information-about-existence,
36,38,,,,,,,,,9,http://www.mythdetector.ge/en/myth/did-gates-started-speak-russian,
37,39,,,,,,,,,9,https://politica.estadao.com.br/blogs/estadao-verifica/e-falso-que-eua-estejam-distribuindo-ivermectina-e-leite-condensado-a-vacinados/,
38,40,,Informe médico de prueba PCR del Hospital Quirónsalud Barcelona: Illa positivo por coronavirus Covid-19,,2021-02-12T00:00:00Z,,Maldita.es,https://maldita.es/malditobulo/20210212/illa-positivo-covid-coronavirus-quironsalud-alvise-pcr-psc/,Falso,9,https://maldita.es/malditobulo/20210212/illa-positivo-covid-coronavirus-quironsalud-alvise-pcr-psc/,1.0
39,41,,,,,,,,,9,https://maldita.es/malditobulo/20210210/no-hospital-clinico-puerta-hierro-fin-semana-urgencias-trescientos-ninos-covid-19-madrid/,
40,42,,,,,,,,,9,https://maldita.es/malditobulo/20210210/no-gobierno-construido-campos-concentracion-asintomaticos-disidentes-orihuela-alicante/,
41,43,,"El liante, embustero y seguramente futuro encausado Salvador Illa dio positivo en PCR el día 6 de Febrero en la clínica Quirón de Barcelona.",,2021-02-12T00:00:00Z,,Newtral,https://www.newtral.es/salvador-illa-positivo-coronavirus-bulo/20210212/,Falso,9,https://www.newtral.es/salvador-illa-positivo-coronavirus-bulo/20210212/,1.0
42,44,,,,,,,,,9,http://www.mythdetector.ge/en/node/4006,
43,45,,,,,,,,,9,https://lasillavacia.com/detector-otra-vez-las-vacunas-arn-mensajero-no-modifican-nuestro-genoma-80164,
44,46,,,,,,,,,9,http://www.mythdetector.ge/en/myth/what-does-troll-say-about-vaccine-replacing-god-gene,
45,47,,Disgraced US scientist Judy Mikovits jailed in 2021 for discovering retroviruses are transmitted to humans through vaccines,2020-02-01T00:00:00Z,2021-02-09T04:40:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/facebook-posts-falsely-report-arrest-discredited-us-researcher-who-featured-plandemic-video,False,9,https://factcheck.afp.com/facebook-posts-falsely-report-arrest-discredited-us-researcher-who-featured-plandemic-video,1.0
46,48,,France and Australia suspends Covid-19 vaccine rollout?,,2021-02-12T05:30:00Z,,AFP Fact Check,https://factcheck.afp.com/conspiracy-theorist-alex-jones-falsely-claims-australia-and-france-ditched-coronavirus-vaccination,Partly false,9,https://factcheck.afp.com/conspiracy-theorist-alex-jones-falsely-claims-australia-and-france-ditched-coronavirus-vaccination,1.0
47,49,,,,,,,,,9,https://politica.estadao.com.br/blogs/estadao-verifica/e-falso-que-vacinas-contra-a-covid-19-utilizem-tecnologia-nunca-antes-testada-em-humanos/,
48,50,,Face masks cause lung cancer,2021-01-29T00:00:00Z,2021-02-12T22:48:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/no-evidence-face-mask-use-causes-lung-cancer,False,9,https://factcheck.afp.com/no-evidence-face-mask-use-causes-lung-cancer,1.0
49,51,,,,,,,,,9,http://www.mythdetector.ge/en/myth/who-links-ebola-obama-bill-gates-and-covid-19-plastic-coffins,
50,52,,The Covid-19 vaccine will kill you so do not take it,2021-02-01T00:00:00Z,2021-02-11T10:30:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/anti-vaxxer-messages-circulate-online-sri-lanka-island-nation-prepares-coronavirus-vaccination-drive,False,9,https://factcheck.afp.com/anti-vaxxer-messages-circulate-online-sri-lanka-island-nation-prepares-coronavirus-vaccination-drive,1.0
51,53,,,,,,,,,9,https://chequeado.com/verificacionfb/es-falso-que-estan-United Statesndo-fetos-abortados-en-las-vacunas-contra-el-coronavirus/,
52,54,,,,,,,,,9,http://www.mythdetector.ge/en/myth/pfizers-ceo-says-he-will-receive-vaccine-when-its-his-turn,
53,55,,,,,,,,,9,https://www.newtral.es/bulo-coronavirus-israel-limon-bicarbonato/20210202/,
54,56,,Image shows recipe for antimalarial drugs quinine and hydroxychloroquine,2020-01-31T00:00:00Z,2021-02-11T06:30:00Z,Multiple Sources,AFP Fact Check,https://factcheck.afp.com/facebook-posts-falsely-claim-hydroxychloroquine-can-be-homemade-treatment-covid-19,False,9,https://factcheck.afp.com/facebook-posts-falsely-claim-hydroxychloroquine-can-be-homemade-treatment-covid-19,1.0
55,57,,,,,,,,,9,https://lasillavacia.com/detector-no-ningun-medicamento-casero-puede-combatir-covid-80131,
56,58,,,,,,,,,9,https://maldita.es/malditobulo/20210202/50000-restaurantes-italia-gobierno-rendido-quitado-todas-restricciones/,
57,59,"Video Airs False, Misleading Claims About Face Masks","Face masks have been proven ""unsafe"" and ""ineffective,"" and cause ""facial deformities.""",2021-02-12T00:00:00Z,,Eric Nepute,FactCheck.org,https://www.factcheck.org/2021/02/scicheck-video-airs-false-misleading-claims-about-face-masks/,False,9,https://www.factcheck.org/2021/02/scicheck-video-airs-false-misleading-claims-about-face-masks/,1.0
58,60,,,,,,,,,9,https://www.buzzfeed.com/jp/kotahatachi/vaccine-debunk,
59,61,,,,,,,,,9,http://www.mythdetector.ge/en/myth/anti-vaxxers-disinformation-and-unfounded-claims-obieqtivi-tv,
60,62,#Verificamos: Fotos de César Tralli sem máscara andando de patins ...,"César Tralli, jornalista da globolixo vive vociferando para o povo usar máscara, olha o naipe dele",2021-02-02T19:26:08Z,2021-02-02T19:26:08Z,Post do Facebook,UOL,https://piaui.folha.uol.com.br/lupa/2021/02/02/verificamos-tralli-sem-mascara/,Falso,9,https://piaui.folha.uol.com.br/lupa/2021/02/02/verificamos-tralli-sem-mascara/,1.0
61,63,,,,,,,,,9,https://lasillavacia.com/detector-dos-personas-murieron-despues-vacunarse-contra-covid-no-hay-prueba-sea-caUnited States,
62,64,,This video shows Thai health minister crying in fear while taking Covid-19 vaccine,,2021-02-02T17:34:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/video-has-circulated-reports-2018-about-nurse-trying-give-chinese-man-injection,False,9,https://factcheck.afp.com/video-has-circulated-reports-2018-about-nurse-trying-give-chinese-man-injection,1.0
63,65,,,,,,,,,9,https://piaui.folha.uol.com.br/lupa/2021/02/02/verificamos-morte-cacique-vacina/,
64,66,,,,,,,,,9,https://piaui.folha.uol.com.br/lupa/2021/02/01/verificamos-coronavac-vacina-oxford/,
65,67,,,,,,,,,9,https://maldita.es/malditaciencia/20210201/uso-compulsivo-mascarillas-no-caUnited States-propagacion-hongo-candida-auris-ni-40-mortalidad-hospitalaria/,
66,68,,,,,,,,,9,https://maldita.es/malditobulo/20210201/campos-concentracion-recluir-ninos-aislamiento-italia-covid-19/,
67,69,,,,,,,,,9,https://www.animalpolitico.com/elsabueso/covid-no-es-un-engano-dichos-atribuidos-a-medico-en-canada-desinforman/,
68,70,,,,,,,,,9,https://maldita.es/malditaciencia/20210203/evento-201-pandemia-ejercicio-simulacion-covid-19/,
69,71,,,,,,,,,9,http://www.mythdetector.ge/en/myth/support-navalny-or-against-vaccine-what-does-video-depict,
70,72,,,,,,,,,9,https://lasillavacia.com/detector-dioxido-sodio-no-solucion-todas-las-enfermedades-como-dice-aleman-andreas,
71,73,,,,,,,,,9,https://www.newtral.es/bulo-vacuna-arn-mensajero-martin-mikovits/20210203/,
72,74,,,,,,,,,9,https://maldita.es/malditobulo/20210201/henry-kissinger-gente-morir-nuevo-orden-mundial-mundo-mejor-sobrevivan/,
73,75,,,,,,,,,9,https://piaui.folha.uol.com.br/lupa/2021/02/03/pesquisa-ministerio-saude-whatsapp/,
74,76,,,,,,,,,9,https://piaui.folha.uol.com.br/lupa/2021/02/03/verificamos-populacao-portugal-confinada/,
75,77,,,,,,,,,9,https://piaui.folha.uol.com.br/lupa/2021/02/04/verificamos-vacina-bauru-doria/,
76,78,,,,,,,,,9,https://lasillavacia.com/detector-otra-vez-ei-instituto-virologia-wuhan-no-tiene-relacion-las-farmaceuticas,
77,79,Declaraciones de Patarroyo sobre las vacunas contra COVID-19 ...,Manuel Elkin Patarroyo dice que efecto vacunas contra coronavirus es corto,,2021-02-03T21:55:05Z,,ColombiaCheck,https://colombiacheck.com/chequeos/declaraciones-de-patarroyo-sobre-las-vacunas-contra-covid-19-estan-desactualizadas,Cuestionable,9,https://colombiacheck.com/chequeos/declaraciones-de-patarroyo-sobre-las-vacunas-contra-covid-19-estan-desactualizadas,1.0
78,80,,,,,,,,,9,https://politica.estadao.com.br/blogs/estadao-verifica/jogador-de-beisebol-dos-eua-hank-aaron-morreu-de-caUnited Statess-naturais-e-nao-por-conta-da-vacina/,
79,81,"Dióxido de cloro es potencialmente tóxico, contrario a lo que afirmó ...",Dióxido de cloro no es tóxico,,2021-02-02T20:59:38Z,,ColombiaCheck,https://colombiacheck.com/chequeos/dioxido-de-cloro-es-potencialmente-toxico-contrario-lo-que-afirmo-la-actriz-cony-camelo,Falso,9,https://colombiacheck.com/chequeos/dioxido-de-cloro-es-potencialmente-toxico-contrario-lo-que-afirmo-la-actriz-cony-camelo,1.0
80,82,,WHO advice says people don’t need to wear a mask,2021-02-03T00:00:00Z,2021-02-04T07:30:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/false-social-media-posts-claim-who-advised-against-wearing-face-masks-2021-despite-raging-pandemic,False,9,https://factcheck.afp.com/false-social-media-posts-claim-who-advised-against-wearing-face-masks-2021-despite-raging-pandemic,1.0
81,83,,,,,,,,,9,https://piaui.folha.uol.com.br/lupa/2021/02/04/verificamos-pastor-vacinado-coronavac-tocantins/,
82,84,,Face masks are dangerous for children,2021-01-05T00:00:00Z,2021-02-03T17:34:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/posts-falsely-claim-face-mask-use-harms-children,False,9,https://factcheck.afp.com/posts-falsely-claim-face-mask-use-harms-children,1.0
83,85,,,,,,,,,9,https://www.newtral.es/bulo-francia-desperto-video-protestas-trabajadores/20210204/,
84,86,,,,,,,,,9,http://www.mythdetector.ge/en/myth/video-collage-depicting-process-vaccination-manipulatively-disseminated,
85,87,,,,,,,,,9,https://maldita.es/malditobulo/20210208/policia-descubierto-8-personas-positivas-covid-19-lidl/,
86,88,,"El ARNm de las vacunas, que crea proteínas extrañas en nuestro organismo, modifica nuestro ADN",,2021-02-04T00:00:00Z,,Newtral,https://www.newtral.es/bulo-vacunas-ribosomas-funcion-arn-modifican-adn/20210204/,Falso,9,https://www.newtral.es/bulo-vacunas-ribosomas-funcion-arn-modifican-adn/20210204/,1.0
87,90,,,,,,,,,9,https://maldita.es/malditaciencia/20210204/el-video-lleno-de-falsedades-en-el-que-un-presentador-mide-el-nivel-de-oxigeno-dentro-de-una-mascarilla-de-un-nino-el-aire-exhalado-siempre-tiene-menos-oxigeno-pero-las-mascarillas-no-lo-retienen/,
88,91,,,,,,,,,9,https://lasillavacia.com/detector-esta-foto-vacuna-astrazeneca-no-prueba-pandemia-estaba-planeada-80028,
89,92,FACT CHECK: Does This Video Show Thailand's Health Minister ...,The video shows Thailand’s health minister crying while receiving a COVID-19 vaccine injection,2021-01-30T00:00:00Z,2021-02-04T22:01:14Z,Viral Video,Check Your Fact,http://checkyourfact.com/2021/02/04/fact-check-video-thailand-health-minister-covid-vaccine/,False,9,https://checkyourfact.com/2021/02/04/fact-check-video-thailand-health-minister-covid-vaccine/,0.0
90,93,VERA FILES FACT CHECK: Trillanes' claim on the status of COVID ...,Israel already had 50% of its population vaccinated.,2021-02-01T00:00:00Z,2021-02-04T00:00:00Z,Antonio “Sonny” Trillanes IV,VERA Files,https://verafiles.org/articles/vera-files-fact-check-trillanes-claim-status-covid-19-vaccin,Misleading,9,https://verafiles.org/articles/vera-files-fact-check-trillanes-claim-status-covid-19-vaccin,1.0
91,93,VERA FILES FACT CHECK: Trillanes' claim on the status of COVID ...,ASEAN countries have rolled out vaccination programs as well.,2021-02-01T00:00:00Z,2021-02-04T00:00:00Z,Antonio “Sonny” Trillanes IV,VERA Files,https://verafiles.org/articles/vera-files-fact-check-trillanes-claim-status-covid-19-vaccin,Needs Context,9,https://verafiles.org/articles/vera-files-fact-check-trillanes-claim-status-covid-19-vaccin,1.0
92,94,,,,,,,,,9,https://maldita.es/malditobulo/20210204/galicia-campos-concentracion-aislamiento-positivos-covid-19-reforma-ley/,
93,95,,,,,,,,,9,https://teyit.org/analiz-britanyada-covid-19-pozitif-olan-herkese-500-sterlin-odenecegi-iddiasi,
94,96,,,,,,,,,9,https://piaui.folha.uol.com.br/lupa/2021/02/04/verificamos-ceo-pfizer-vacina/,
95,97,,Baseball legend Hank Aaron’s death is related to his Moderna Covid-19 vaccination,2021-01-22T00:00:00Z,2021-01-27T20:59:00Z,multiple sources,AFP Fact Check,https://factcheck.afp.com/hall-famer-hank-aarons-death-unrelated-covid-19-vaccination,Misleading,9,https://factcheck.afp.com/hall-famer-hank-aarons-death-unrelated-covid-19-vaccination,1.0
96,98,,,,,,,,,9,https://piaui.folha.uol.com.br/lupa/2021/01/27/verificamos-oms-testes-pcr/,
97,99,,,,,,,,,9,https://colombiacheck.com/chequeos/grafico-con-errores-sobre-precios-de-vacunas-aun-caUnited States-malentendidos,
98,100,,Accurate reporting on Pfizer-BioNTech Covid-19 vaccination drive and deaths in Germany,2021-01-19T00:00:00Z,2021-01-27T07:00:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/social-media-posts-misrepresent-pfizer-biontech-covid-19-vaccinations-germany,Misleading,9,https://factcheck.afp.com/social-media-posts-misrepresent-pfizer-biontech-covid-19-vaccinations-germany,1.0
99,101,"Nie, grupa Bilderberg nie przygotowywała świata do medycznej tyranii",Grupa Bilderberg przygotowywała świat do medycznej tyranii.,2021-01-26T00:00:00Z,2021-02-03T00:00:00Z,Killuminati PL,Demagog,https://demagog.org.pl/fake_news/nie-grupa-bilderberg-nie-przygotowywala-swiata-do-medycznej-tyranii/,Fałsz. Grupa Bilderberg nie przygotowywała świata do medycznej tyranii Teoria spiskowa nie ma żadnego potwierdzenia w faktach.,9,https://demagog.org.pl/fake_news/nie-grupa-bilderberg-nie-przygotowywala-swiata-do-medycznej-tyranii/,1.0
100,102,,,,,,,,,9,https://politica.estadao.com.br/blogs/estadao-verifica/socorrista-em-marica-morreu-por-enfarte-e-nao-por-reacao-a-vacina-contra-covid-19/,
101,103,Dióxido de cloro no cura el COVID-19 ni 'te salva de vacunarte ...,El dióxido de cloro te salva de vacunarte. Dióxido de cloro cura el COVID19,,2021-01-27T17:19:29Z,,ColombiaCheck,https://colombiacheck.com/chequeos/dioxido-de-cloro-no-cura-el-covid-19-ni-te-salva-de-vacunarte-como-dijo-natalia-paris,Falso,9,https://colombiacheck.com/chequeos/dioxido-de-cloro-no-cura-el-covid-19-ni-te-salva-de-vacunarte-como-dijo-natalia-paris,1.0
102,104,,,,,,,,,9,https://piaui.folha.uol.com.br/lupa/2021/01/27/verificamos-vacina-presidente-figueiredo/,
103,105,Burun spreyinin Covid-19'u bir dakikada etkisiz hale getirdiği iddiası,Burun spreyinin Covid-19'u bir dakikada etkisiz hale getirdiği iddiası,2021-01-22T00:00:00Z,2021-01-27T00:00:00Z,Sabah,Teyit.org,https://teyit.org/analiz-burun-spreyinin-covid-19u-bir-dakikada-etkisiz-hale-getirdigi-iddiasi,Yanlış,9,https://teyit.org/analiz-burun-spreyinin-covid-19u-bir-dakikada-etkisiz-hale-getirdigi-iddiasi,1.0
104,106,Video de Carlos Holmes Trujillo en parranda vallenata es de 2019,Carlos Holmes Trujillo se contagió de COVID en una parranda vallenata.,,2021-01-27T21:44:36Z,,ColombiaCheck,https://colombiacheck.com/chequeos/video-de-carlos-holmes-trujillo-en-parranda-vallenata-no-es-de-epoca-de-covid-19,Falso,9,https://colombiacheck.com/chequeos/video-de-carlos-holmes-trujillo-en-parranda-vallenata-no-es-de-epoca-de-covid-19,1.0
105,107,É falso que filho do ex-presidente Lula comprou 20% das ações da ...,Filho do ex-presidente Lula comprou 20% das ações da farmacêutica chinesa Sinovac.,2021-01-27T00:00:00Z,2021-01-27T00:00:00Z,desinformação,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-filho-do-ex-presidente-lula-comprou-20-das-acoes-da-sinovac/,falso,9,https://www.aosfatos.org/noticias/e-falso-que-filho-do-ex-presidente-lula-comprou-20-das-acoes-da-sinovac/,1.0
106,108,É falso que Biden disse que cloroquina é eficaz contra a Covid-19,Biden disse que cloroquina é eficaz contra a Covid-19.,2021-01-27T00:00:00Z,2021-01-27T00:00:00Z,desinformação,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-biden-disse-que-cloroquina-e-eficaz-contra-covid-19/,falso,9,https://www.aosfatos.org/noticias/e-falso-que-biden-disse-que-cloroquina-e-eficaz-contra-covid-19/,1.0
107,109,,,,,,,,,9,https://infact.press/2021/01/post-10216/,
108,110,,"Ein TV-Beitrag zeige, dass sich CSU-Politiker Roland Grillmeier zum Schein gegen Covid-19 impfen ließ.",2021-01-27T00:00:00Z,2021-01-28T00:00:00Z,Viraler Telegram-Beitrag,Correctiv,https://correctiv.org/faktencheck/2021/01/28/nein-csu-politiker-roland-grillmeier-hat-sich-nicht-zum-schein-gegen-corona-impfen-lassen/,Falscher Kontext. Das Video zeigt einen Testdurchlauf in einem Impfzentrum im Dezember 2020. Roland Grillmeier ist nach eigenen Angaben nicht gegen Covid-19 geimpft.,9,https://correctiv.org/faktencheck/2021/01/28/nein-csu-politiker-roland-grillmeier-hat-sich-nicht-zum-schein-gegen-corona-impfen-lassen/,1.0
109,111,,,,,,,,,9,http://www.mythdetector.ge/en/myth/presenter-tv-program-imedis-faktori-manipulatively-ascribes-vaccine-skepticism-political,
110,112,,,,,,,,,9,https://healthfeedback.org/claimreview/covid-19-vaccines-currently-in-use-stimulate-immunity-to-the-same-degree-as-natural-infection-without-exposing-the-vaccinated-person-to-the-risks-associated-with-the-disease/,
