,claimReviewed,datePublished,author_name,url
641,HOMEM DIZ TER SIDO CURADO POR #COVID19 COM APENAS #PEPINO!!!,2021-03-18,Boatos.org,https://www.boatos.org/saude/salada-de-pepino-com-sal-cura-covid-19.html
642,"Mandetta embolsou 5 bilhões da União, enquanto Ministro da Saúde e não comprou 1 dose de vacina. Gravíssimo",2021-03-17,Boatos.org,https://www.boatos.org/politica/mandetta-embolsou-r-5-bilhoes-compra-vacinas-contra-covid-19.html
643,Bereits positiv Geteste Corona-Infizierte werden bei erneutem positiven Test als Neuinfektion gezählt,2021-03-17,BR24 Faktenfuchs,"https://www.br.de/nachrichten/wissen/keine-mehrfachzaehlung-von-corona-infizierten-ein-faktenfuchs,SR4ndWS"
644,"Vaksin Covid-19 Sinovac diproduksi sebelum terjadinya pandemi, yakni pada 25 Maret 2019",2021-03-17,Tempo.co,https://cekfakta.tempo.co/fakta/1288/sesat-klaim-vaksin-sinovac-dibuat-sebelum-pandemi-covid-19-pada-25-maret-2019
645,"Um inalador,uma garrafa pet ,um caráter nasal e um pouquinho de silicone e um litro de água pode salvar uma vida",2021-03-16,Boatos.org,https://www.boatos.org/saude/respirador-caseiro-feito-garrafa-pet-eficaz-contra-covid-19.html
646,Hank Aaron and Marvelous Marvin Hagler died “after taking the COVID-19 vaccine.”,2021-03-16,PolitiFact,https://www.politifact.com/factchecks/2021/mar/16/aubrey-huff/claim-blaming-covid-vaccine-hank-aaron-marvin-hagl/
647,São Lourenço adotou o TRATAMENTO PRECOCE e está há 3 semanas sem NENHUMA INTERNAÇÃO EM UTI OU ÓBITO POR COVID - 19,2021-03-15,Boatos.org,https://www.boatos.org/saude/sao-lourenco-mg-zerou-mortes-covid-19-com-tratamento-precoce.html
648,ప్రపంచంలోని వివిధ దేశాలలో కరోనా వాక్సిన్ ధరలు,2021-03-15,FACTLY,https://factly.in/telugu-all-these-nations-are-providing-covid-19-vaccinations-free-of-charge-to-their-citizens/
649,Will there be a chip inside the vaccine?,2021-03-15,MediaWise,https://www.poynter.org/tfcn/2021/no-there-is-not-a-chip-placed-inside-the-coronavirus-vaccine/
650,"“Fauci admits he isn’t listening to the science when advocating policy.”
",2021-03-15,PolitiFact,https://www.politifact.com/factchecks/2021/mar/15/facebook-posts/no-fauci-didnt-admit-hes-not-listening-covid-19-sc/
651,"Lijst toont 11 landen die gestopt zijn met gebruik van het coronavaccin van AstraZeneca, inclusief 2 (Zwitserland en Zuid-Afrika) waar het vaccin nooit werd goedgekeurd.",2021-03-15,dpa,https://dpa-factchecking.com/belgium/210315-99-827365
652, L'infirmière enceinte de 14 semaines a fait une fausse couche quelques jours après le vaccin contre le coronavirus.,2021-03-15,dpa,https://dpa-factchecking.com/switzerland/210315-99-832121
653,"""I had covid, so I don’t believe, you know, I think that probably provides me the best immunity possible, actually having had the disease.""",2021-03-15,Washington Post,https://www.washingtonpost.com/politics/2021/03/15/ron-johnsons-unscientific-take-coronavirus-vaccine/
654,Video yang diklaim sebagai video ketika Presiden Jokowi menegur Satgas Waspada Investasi OJK karena menyusahkan rakyat di masa pandemi Covid-19,2021-03-15,Tempo.co,https://cekfakta.tempo.co/fakta/1285/keliru-klaim-ini-video-jokowi-tegur-swi-ojk-karena-susahkan-rakyat-di-masa-pandemi
655,Foto sertifikat vaksinasi Covid-19 dengan vaksin Pfizer yang berefek samping memperpanjang ereksi dan memperbesar ukuran alat kelamin,2021-03-15,Tempo.co,https://cekfakta.tempo.co/fakta/1283/keliru-sertifikat-vaksinasi-dengan-vaksin-pfizer-yang-berefek-memperpanjang-ereksi
656,"A Espiritualidade da Casa de Caridade Maria de Nazaré, Equipe Médica do Espaço – Dr. Bezerra de Menezes farão vacinação espiritual. ",2021-03-13,Boatos.org,https://www.boatos.org/religiao/vacina-espiritual-contra-covid-19-aplicada-casa-de-caridade-maria-de-nazare.html
657,"""When you look at that package [American Rescue Plan Act], we know that the result of that package is going to be middle-class tax increases.”",2021-03-12,FactCheck.org,https://www.factcheck.org/2021/03/cheneys-misleading-criticism-of-the-covid-19-relief-package/
658,"Says President Joe Biden promoted ""mandatory vaccines for everybody"" in his March 11 address.",2021-03-12,PolitiFact,https://www.politifact.com/factchecks/2021/mar/12/facebook-posts/no-biden-didnt-promote-mandatory-covid-19-vaccines/
659,No opposition leader in India took the COVID-19 vaccination until PM Narendra Modi got vaccinate,2021-03-12,FACTLY,https://factly.in/pm-modi-is-not-the-first-politician-to-receive-covid-19-vaccination-in-india/
660,Fact Check: කොවිඩ්19 ආසාදනය සම්බන්ධයෙන් පළවූ දුර්මත ඇතුළත් නොමඟ යවන සුළු සටහනක්!,2021-03-12,Factcrescendo Sri Lanka,https://srilanka.factcrescendo.com/2021/02/22/misleading-claims-conspiracy-theories-on-covid/
661,Fact Check : වෛද්‍ය නලින්ද ජයතිස්ස මහතා පසුගිය දා කොවිඩ් එන්නත ලබා ගත්තා ද?,2021-03-12,Factcrescendo Sri Lanka,https://srilanka.factcrescendo.com/2021/02/26/nalinda-jayatissa-did-not-take-the-covid-vaccine-using-this-form/
662,¿EEUU será independiente del coronavirus el 4 de julio de 2021?,2021-03-12,El Detector / Univision Noticias,https://www.univision.com/noticias/eeuu-sera-independiente-del-coronavirus-el-4-de-julio-falta-contexto-verificacion-de-datos
663,"Vitamin D, vitamin C, colloidal silver and black seed oil can kill the coronavirus.
",2021-03-11,PolitiFact,https://www.politifact.com/factchecks/2021/mar/11/instagram-posts/theres-no-scientific-evidence-support-these-supple/
664,“Schumer and Pelosi sneak funding into COVID bill.”,2021-03-11,PolitiFact,https://www.politifact.com/factchecks/2021/mar/11/blog-posting/did-schumer-and-pelosi-sneak-money-covid-19-relief/
665,"“Sure, it would be nice if the Republicans would join us, but they didn’t. I thought it was a little bit hypocritical of Mitch McConnell to say, ‘Oh, we did it bipartisan.’ Yeah, when Trump was president, Democrats in the minority didn’t block things. We worked to get something done.”",2021-03-11,Washington Post,https://www.washingtonpost.com/politics/2021/03/11/schumers-claim-that-democrats-didnt-block-coronavirus-bills-when-minority/
666,"Worden er acteurs ingezet als 'zogenaamde coronapatiënten' om een vertekend beeld te schetsen? Een aantal berichten op Facebook insinueren van wel. Als bewijs wordt telkens een Instagramverhaal gedeeld, waarin enkele jonge vrouwen in ziekenhuisbedden te zien zijn. ""Zoals je kan zien, liggen we hier en doen we een simulatie"", zegt één van de vrouwen. ""Dit is het nieuwe corona-testcentrum en daar wordt nu een testrun uitgevoerd."" Op het einde van de video zegt ze nog ""we kregen bepaalde taken"" en ""ik krijg er geld voor"", maar wat is daar precies van aan?",2021-03-11,Deutsche Presse-Agentur,https://dpa-factchecking.com/netherlands/200929-99-755051
667,"""Vaccin tegen coronavirus veroorzaakt nieuwe ziekten"" kopt een krantenartikel. ""Artikel uit het AD van 1989"", zegt een facebookgebruiker. ""Wie nog steeds in deze Covid 19 bullshit geloofd, leeft onder een steen"", besluit de post.",2021-03-11,Deutsche Presse-Agentur ,https://dpa-factchecking.com/netherlands/200921-99-652036
668,"Op Facebook circuleert een verhaal van een gearresteerde professor aan de universiteit van Boston. De FBI zou de man hebben opgepakt omdat hij verbonden was aan een laboratoriumonderzoek in de Chinese stad Wuhan, waar het nieuwe coronavirus uitbrak. ""Het is nu zo goed als duidelijk dat de corona virus (sic!) een biologische aanval was, gepland en uitgevoerd door China"", valt er te lezen. Verder stelt en Chinese expert in het bericht dat je door stoom te inhaleren het coronavirus vernietigt. Maar wat klopt er precies aan dat verhaal?",2021-03-11,Deutsche Presse-Agentur ,https://dpa-factchecking.com/netherlands/200907-99-466617
669,"In een post op Facebook wordt beweerd: ""Samsung heeft bij de laatste software update’s de corona app op uw telefoon gezet!""",2021-03-11,Deutsche Presse-Agentur ,https://dpa-factchecking.com/netherlands/200904-99-434020
670,"De CDC (Centers for Disease Control and Prevention) zou in alle stilte de Amerikaanse coronacijfers aangepast hebben, zo zegt een facebookpost. Slechts 6% van de overledenen zouden echt aan COVID-19 gestorven zijn. De overige 94% zou andere ernstige ziektes gehad hebben en is daaraan overleden, waarvan het merendeel ook nog heel oud was. Het bericht circuleert al enkele dagen op sociale media.",2021-03-11,Deutsche Presse-Agentur ,https://dpa-factchecking.com/netherlands/200903-99-414902
671,In een post op Facebook wordt op 29 augustus 2020 gezegd dat er op die dag meer dan 1 miljoen mensen naar Berlijn kwamen voor een demonstratie tegen de maatregelen tegen de corona-pandemie.,2021-03-11,Deutsche Presse-Agentur,https://dpa-factchecking.com/netherlands/200903-99-414945
672,"Een post op Facebook stelt: ""In Italië is officieel vastgesteld dat corona, covid-19 gewoon een bacterie is"", te behandelen met paracetamol.",2021-03-11,Deutsche Presse-Agentur ,https://dpa-factchecking.com/netherlands/200828-99-346567
673,Die Corona-Impfung macht unfruchtbar.,2021-03-11,BR24 Faktenfuchs,"https://www.br.de/nachrichten/wissen/corona-impfung-kein-hinweis-auf-unfruchtbarkeit-ein-faktenfuchs,SJofxvV"
674, Amerikaanse artsen ontdekten dat vrouwen borstkankersymptomen ontwikkelen na covidvaccinatie.,2021-03-10,dpa,https://dpa-factchecking.com/netherlands/210310-99-760689/
675, 400.000 coronatesten per dag in Nederland aan 100 euro per stuk.,2021-03-10,dpa,https://dpa-factchecking.com/netherlands/210309-99-756388
676,"Video yang diklaim sebagai video vaksinasi Covid-19 di Mall Taman Anggrek, Jakarta Barat",2021-03-10,Tempo.co,https://cekfakta.tempo.co/fakta/1279/keliru-klaim-ini-video-vaksinasi-covid-19-di-taman-anggrek-yang-ciptakan-kerumunan
677,Klaim yang mengaitkan terbongkarnya kasus vaksin Covid-19 palsu dalam sejumlah berita dengan vaksinasi Covid-19 di Indonesia,2021-03-10,Tempo.co,https://cekfakta.tempo.co/fakta/1278/sesat-klaim-yang-kaitkan-kasus-vaksin-covid-19-palsu-ini-dengan-vaksinasi-di-indonesia
678,Kenyan President Uhuru Kenyatta will only lift the nationwide COVID-19 curfew if citizens accept the Building Bridges Initiative (BBI),2021-03-09,,https://pesacheck.org/satire-this-claim-that-president-kenyatta-will-only-lift-the-covid-19-curfew-when-the-bbi-changes-1647f33cf117
679,google,2021-03-09,hastakshep,https://www.hastakshep.com/news-2/legal-news/does-your-insurance-policy-protect-against-corona-virus/cid3245564.htm
680,68% van de artsen is tegen het (corona)vaccin.,2021-03-08,dpa,https://dpa-factchecking.com/belgium/210308-99-737707
681,"Video of railing collapse at a COVID-19 vaccine centre in Bandra, Maharashtra",2021-03-08,FACTLY,https://factly.in/video-of-a-railing-collapse-in-bolivia-is-passed-off-as-from-a-covid-19-vaccine-centre-in-bandra/
682,Viroloog Marc Van Ranst werd niet echt gevaccineerd met het coronavaccin,2021-03-08,dpa,https://dpa-factchecking.com/belgium/210308-99-733364
683,"President Duterte says he ""cannot just decide"" to get vaccinated without the recommendation of his doctor.",2021-03-08,Vera Files,https://verafiles.org/articles/vera-files-fact-check-evolution-dutertes-covid-19-vaccinatio
684,Rancho Queimado:  Sabe qual é o índice de mortalidade lá? Zero. Ninguém morreu de Covid.,2021-03-07,Boatos.org,https://www.boatos.org/saude/rancho-queimado-zerou-mortes-covid-tratamento-precoce.html
685,Filho de João Doria dá festa em mansão ontem ,2021-03-07,Boatos.org,https://www.boatos.org/politica/festa-casa-do-filho-joao-doria-realizada-durante-pandemia-video.html
686,هفت دانشگاه در آمریکا تایید کرده‌اند ویروس کرونا وجود ندارد و کووید ۱۹ یک فریب است,2021-03-06,فکت‌نامه,https://factnameh.com/fact-checks/2021-03-03-covid-19-is-not-real.html
687,"TV PORTUGUESA REVELA QUE  OS REGISTROS DE MORTES  POR COVID-19 NO  BRASIL SÃO UMA FARSA, USAM MORTES  POR  OUTRAS  DOENÇAS  PARA INFLAR  NÚMERO",2021-03-06,,https://www.boatos.org/saude/tv-portuguesa-mortes-covid-19-estados-verba.html
688,"91% of the $1.9 trillion America Rescue Plan ""is a partisan wish list, paying off the Democratic special interests that got them elected.” ",2021-03-05,FactCheck.org,https://www.factcheck.org/2021/03/factchecking-cruzs-partisan-spin-on-covid-19-bill/
689,Una persona tiene de 300 a 900 veces más probabilidades de morir “después de recibir la vacuna contra el #Covid que la contra la influenza”.,2021-03-05,FactCheck.org,https://www.factcheck.org/es/2021/03/scicheck-publicacion-en-instagram-hace-comparacion-equivocada-entre-vacunas-contra-el-covid-19-y-la-influenza/
690,Se pueden mezclar varios tipos de vacunas contra el covid-19 e inyectar a un mismo paciente dosis de distintos laboratorios,2021-03-05,El Detector / Univision Noticias,https://www.univision.com/noticias/se-pueden-mezclar-vacunas-contra-el-covid-19-no-hay-evidencias-que-avalen-pero-se-estan-haciendo-estudios-verificado-por-el-detector
691,AS VACINAS MATAM MAIS QUE A DOENÇA!!! Pesquisa: Taxa de mortalidade por vacina para idosos de Israel 40 vezes maior do que mortes por COVID-19”.,2021-03-05,Boatos.org,https://www.boatos.org/mundo/vacina-pfizer-faz-mortalidade-covid-19-aumentar-em-israel.html
692,Video of a news report that talks about the research that eating bananas can prevent COVID-19,2021-03-05,FACTLY,https://factly.in/an-edited-video-falsely-claims-that-eating-bananas-can-prevent-covid-19/
693,"Beim FC Bayern müssen nur corona-infizierte Spieler in Quarantäne, die Mannschaftskollegen nicht. Im Handball muss nach einem Corona-Fall das gesamte Team in Quarantäne.",2021-03-05,BR24 Faktenfuchs,"https://www.br.de/nachrichten/sport/faktenfuchs-nach-corona-faellen-beim-fc-bayern-gelten-die-corona-regeln-fuer-fussballer-nicht,SQc4Mor"
694,"In een post op Facebook wordt beweerd dat minister van Volksgezondheid Hugo de Jonge (CDA) vaccinatie wil verplichten tegen het nieuwe coronavirus dat COVID-19 veroorzaakt. ""Allemaal verplicht gevaccineerd"", schrijft een man in de boventekst. In de bijgevoegde video valt een montage te zien van minister de Jonghe die enkele uitspraken doet over vaccinatie en wie er eerst gevaccineerd zou worden. Hij besluit de video met de uitspraak ""uiteindelijk moeten we allemaal"".",2021-03-05,Deutsche Presse-Agentur,https://dpa-factchecking.com/netherlands/200820-99-242811
695,"Op sociale media gaat een interview van de Nederlandse radio-dj en presentator Giel Beelen viraal. In het programma Kukuru nodigde hij gezondheidscoach Jesse van der Velde uit om te praten over het coronavirus. Tijdens het interview zegt van der Velde onder meer dat het onmogelijk is om een vaccin te ontwikkelen, omdat virussen zich steeds muteren. Ook zou het SARS-CoV-2-virus in april niet meer hetzelfde virus zijn als in maart. Ten slotte zou het vaccin tegen de Mexicaanse griep een groot drama zijn geweest, met tal van klachten en bijwerkingen. Maar wat klopt er precies van zijn uitleg?",2021-03-05,Deutsche Presse-Agentur ,https://dpa-factchecking.com/netherlands/200824-99-279514
696,"Zou jij een coronatest laten uitvoeren als je dit wist? Die vraag stelt een afbeelding die flink gedeeld wordt op sociale media. Wat volgt is een opsomming van feiten die de PCR-test - de meest gebruikte coronatest - in diskrediet brengen: een beschadigde bloed-breinbarrière, een toxische stof waarin de teststaaf gedrenkt is en het feit dat verpleegkundigen niet eens weten waarom die teststaaf zo ""extreem diep"" ingebracht moet worden. Maar kloppen die beweringen wel?",2021-03-05,Deutsche Presse-Agentur ,https://dpa-factchecking.com/netherlands/200821-99-252635
697,"In een post op Facebook wordt gesteld dat het Rijkinstituut voor Volksgezondheid en Milieu (RIVM) zou ""liegen"" over zijn statistieken. Mensen die positief zijn getest op het nieuwe coronavirus dat COVID-19 veroorzaakt, zouden automatisch worden gepresenteerd als ""patiënt"". Ook wordt gesteld dat de ziekenhuisopnames ""nooit een juiste indicator"" van de stand van de pandemie zouden zijn geweest omdat het RIVM zijn evaluatie nu baseert op de PCR-testuitslagen.",2021-03-05,Deutsche Presse-Agentur ,https://dpa-factchecking.com/netherlands/200819-99-224252
698,"Op sociale media gaat een bericht rond waarin wordt beweerd dat de PCR-test een rhinovirus vindt in plaats van het SARS-CoV-2-virus. Volgens het bericht zou het nieuwe coronavirus ook al maanden geleden uitgedoofd zijn, maar wat is daar precies van aan?",2021-03-05,Deutsche Presse-Agentur ,https://dpa-factchecking.com/netherlands/200818-99-214466
699,"Een groep Spaanse dokters, die zichzelf 'Medicos por la Verdad' (of 'Dokters voor de Waarheid') noemen, gaven op 25 juli een persconferentie in Madrid. Daarin werden een aantal opmerkelijke beweringen gedaan. Die worden nu ook op Nederlandse sociale media gedeeld, waaronder in deze Facebookpost. Zo beweren de artsen onder andere dat de coronapandemie in Spanje al voorbij is en dat er mogelijk een link is tussen het griepvaccin en COVID-19. Tenslotte spraken ze zich ook uit tegen het dragen van mondmaskers door de brede bevolking.",2021-03-05,Deutsche Presse-Agentur ,https://dpa-factchecking.com/netherlands/200810-99-113350
700,Carta enviada ao presidente Jair Bolsonaro sobre a farsa Covid,2021-03-05,Boatos.org,https://www.boatos.org/saude/carta-enviada-bolsonaro-certa-afirmar-que-covid-19-e-uma-farsa.html
701,"""Some people are going to die from the vaccine directly. But a large number of people are going to start getting horribly sick and get all kinds of autoimmune diseases.""",2021-03-04,PolitiFact,https://www.politifact.com/factchecks/2021/mar/04/sherri-tenpenny/covid-19-vaccine-does-not-cause-death-autoimmune-d/
702,"""While he was president, President Trump never encouraged Americans to get vaccinated.""
",2021-03-04,PolitiFact,https://www.politifact.com/factchecks/2021/mar/04/rachel-maddow/what-trump-said-encourage-covid-19-vaccine-use/
703,PF descobre dinheiro guardando em caixas e malas e que foi roubado da pandemia em Imperatriz (MA).,2021-03-04,Boatos.org,https://www.boatos.org/saude/pf-encontra-caixas-malas-de-dinheiro-desviados-saude-imperatriz-ma.html
704,Video toont jonge vrouw in Spaans ziekenhuis die in elkaar stort na covidvaccinatie.,2021-03-04,dpa,https://dpa-factchecking.com/belgium/210304-99-687424
705,Penyebab meninggalnya empat tenaga kesehatan baru-baru ini adalah vaksin Covid-19,2021-03-04,Tempo.co,https://cekfakta.tempo.co/fakta/1268/keliru-klaim-empat-nakes-ini-meninggal-karena-vaksin-covid-19
706,Unimed Comunicado O pico do vírus será de 6 a 20 de abril.,2021-03-04,Boatos.org,https://www.boatos.org/saude/unimed-alerta-pico-pandemia-6-20-abril-2021.html
707,"Médicos fazem texto para quem tem sintomas da Covid-19 e não quer ir ao hospital; tratamento inclui azitromicina, ivermectina e nitazoxanida",2021-03-03,Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/automedicacao-e-uso-de-azitromicina-ivermectina-e-nitazoxanida-nao-sao-recomendados-para-tratamento-de-covid-19/
708,Parabéns ao Prefeito de Búzios pelo tratamento precoce contra #covid_19 que implementou em sua cidade,2021-03-03,Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/e-falso-que-buzios-zerou-casos-de-covid-pos-carnaval-gracas-a-tratamento-precoce/
709,Price of COVID-19 vaccine in different countries,2021-03-03,FACTLY,https://factly.in/all-these-nations-are-providing-covid-19-vaccinations-free-of-charge-to-their-citizens/
710,"Op Facebook is een post geplaatst waarin een zogenaamde brief van het Rijksinstituut voor Volksgezondheid en Milieu (RIVM) te lezen valt. De brief is gericht aan ouders en stelt dat ze ""impliciet toestemming geven"" om hun kinderen te laten vaccineren tegen het nieuwe coronavirus, door hen naar school te laten gaan. Dat zou gebaseerd zijn op een ""besluit"" van de Wereldgezondheidsorganisatie (WHO).",2021-03-03,Deutsche Presse-Agentur,https://dpa-factchecking.com/netherlands/200805-99-52084
711,"Was er op 1 augustus een gigantische massa betogers aanwezig op een mars tegen de coronamaatregelen in Berlijn? Volgens een bericht dat gedeeld wordt op Facebook lijkt het daar wel op. Om dat te bewijzen, toont de auteur een luchtfoto van een grote menigte mensen in de straten. De foto zou bovendien aantonen dat er veel meer dan 20.000 betogers aanwezig waren, het getal waarover NPO 1 bericht. Maar klopt die foto wel?",2021-03-03,Deutsche Presse-Agentur ,https://dpa-factchecking.com/netherlands/200806-99-58715
712,"In een post op Facebook wordt beweerd dat een verplicht pasje vanaf september nodig is om aan te tonen dat je gevaccineerd bent tegen het coronavirus. Dat pasje moet je bijvoorbeeld tonen om te worden toegelaten bij het publiek van een voetbalwedstrijd: ""[...] Bloed afnemen, kijken of je gevaccineerd bent en anti-stoffen hebt. Dan pas krijg je een pasje zodat je naar het voetbalstadion kan [...]”, valt er te lezen.",2021-03-03,Deutsche Presse-Agentur ,https://dpa-factchecking.com/netherlands/200804-99-39956
713,"Op Facebook wordt een reactie gedeeld van een man die uitspraken doet over de immuniteit tegen het nieuwe coronavirus. Volgens de man - die naar eigen zeggen in Kenia met artsen werkt - bestaat corona al sinds de jaren '60, kan je er niet ziek van worden en zijn we er allemaal immuun voor. Bovendien zou 90 procent van de testen een positief resultaat tonen en zouden zelfs groenten en fruit corona bevatten. Maar wat is daar precies van aan?",2021-03-03,Deutsche Presse-Agentur ,https://dpa-factchecking.com/netherlands/200730-99-985129
714,Een persconferentie van een groep artsen – die zichzelf 'America's Frontline Doctors' noemt – ging op maandag de wereld rond. In het filmpje op sociale media beweren de 11 artsen dat het middel hydroxychloroquine het medicijn is tegen COVID-19. Ze roepen de ziekenhuizen ook massaal op om het middel te gebruiken bij de behandeling. Verder maken de artsen verschillende claims over de besmettelijkheid van kinderen en het gebruik van supplementen als zink in de behandeling tegen het coronavirus. Maar wat klopt er precies aan dat verhaal?,2021-03-03,Deutsche Presse-Agentur ,https://dpa-factchecking.com/netherlands/200729-99-968588
715,Semua pemilik KTP elektronik mendapat bansos tunai Rp 600 ribu di tengah pandemi Covid-19,2021-03-03,Tempo.co,https://cekfakta.tempo.co/fakta/1266/keliru-semua-pemilik-ktp-elektronik-dapat-bansos-tunai-rp-600-ribu
716,Resultado das Vacinas no Brasil 501 - Pessoas morreram 11 mil - Algum tipo de reação dentre o período de 45 dias EFEITOS COLATERAIS 156,2021-03-03,Boatos.org,https://www.boatos.org/saude/501-pessoas-morreram-apos-tomar-vacina-contra-covid-19-brasil.html
717,The website link to register for COVID-19 vaccination.,2021-03-02,FACTLY,https://factly.in/fraudulent-website-link-shared-as-official-covid-19-vaccination-registration-portal/
718,New COVID-19 vaccination guidelines of India,2021-03-02,FACTLY,https://factly.in/inaccurate-information-related-to-new-covid-19-vaccination-policy-is-being-shared/
719,Nashville nurse developed Bell's palsy after receiving the coronavirus vaccine,2021-03-02,MediaWise,https://www.poynter.org/tfcn/2021/no-record-of-nashville-nurse-who-claims-to-have-developed-bells-palsy-from-covid-19-vaccine/
720,"The $1.9 trillion relief package is “about a bridge for Chuck Schumer, a tunnel for Nancy Pelosi.”",2021-03-02,PolitiFact,https://www.politifact.com/factchecks/2021/mar/02/rick-scott/gop-treats-trump-era-projects-pandemic-bill-democr/
721,De uitslag van de coronatest wordt van tevoren bepaald.,2021-03-02,dpa,https://dpa-factchecking.com/netherlands/210302-99-656086/
722,A potential natural remedy for COVID-19 is the pineapple extract bromelain which can dissolve coronavirus spike proteins. Post is accompanied by pictures of a pineapple health drink.,2021-03-02,Vera Files,https://verafiles.org/articles/vera-files-fact-check-fb-page-endorsing-potential-natural-re
723,"Op sociale media ontstaat ophef over een foto van onder andere Giuseppe Conte, Angela Merkel, Emmanuel Macron, Charles Michel, Xavier Bettel en Alain Berset. Op de foto is te zien hoe ze samen zitten te praten aan tafel met een biertje in de hand, zonder anderhalve meter afstand of mondkapjes. ""Gezellig samen. Voor de EU elite geen corona maatregelen"", klinkt het bij een facebookgebruiker.",2021-03-02,Deutsche Presse-Agentur ,https://dpa-factchecking.com/netherlands/200727-99-940612
724,"""Eerst corona, dan zoiets..."" getuigen tientallen mensen op Facebook. Een bericht dat massaal gecopy-pastet wordt, waarschuwt voor cybercriminelen die je account hacken. De hackers zouden met je profielfoto en naam een nieuw account aanmaken, proberen je vrienden te contacteren om uiteindelijk je leven te verpesten. Bovendien zouden bijna alle Facebook-accounts op dit moment gehackt worden, maar klopt dat wel?",2021-03-02,Deutsche Presse-Agentur ,https://dpa-factchecking.com/netherlands/200726-99-927992
725,"De PCR-test, de meest gebruikte coronatest, zou niet geschikt zijn voor dat doel. Een PCR-test is volgens de website 9fornews bedoeld om stukjes DNA te analyseren, ""niet om virussen te detecteren"". Ze baseren zich op een verklaring van de Bulgaarse Vereniging voor Pathologie en een artikel van de controversiële website offguardian. Maar wat is daar nu van aan?",2021-03-02,Deutsche Presse-Agentur ,https://dpa-factchecking.com/netherlands/200724-99-913833
726,"Op Facebook is een zogenaamd uitgelekte video gepost die zou tonen dat passagiers van luchtvaartmaatschappij Transavia ""onmenselijk"" worden behandeld, nu na de corona-lockdown de vluchten zijn hervat.",2021-03-02,Deutsche Presse-Agentur ,https://dpa-factchecking.com/netherlands/200723-99-897510
727,“More than 91% of the spending in this $1.9 trillion package is not used for pandemic relief.”,2021-03-01,PolitiFact,https://www.politifact.com/factchecks/2021/mar/01/scott-fitzgerald/fitzgerald-overstates-claim-pork-covid-19-relief-b/
728,Afbeelding toont lijst met 10 zwangere vrouwen die het coronavaccin kregen en enkele dagen later een miskraam meemaken.,2021-03-01,dpa,https://dpa-factchecking.com/belgium/210301-99-635595
729,Only 9 percent of the Biden's $1.9 trillion Covid bill goes to Covid. ,2021-02-27,The New York Times,https://www.nytimes.com/2021/02/27/us/politics/assessing-claims-in-the-coronavirus-stimulus-debate.html
730, Holidays declared to all schools and colleges in Andhra Pradesh from 01 March – 04 May 2021 due to the increasing COVID-19 cases,2021-02-27,FACTLY,https://factly.in/this-post-claiming-holidays-to-schools-and-colleges-in-ap-from-1-march-to-4-may-due-to-covid-19-is-fake/
731,"“New York, for all of their complaining, Gov. Cuomo's complaining, has only had a 1.5% decrease in revenue” due to the coronavirus pandemic. ",2021-02-26,PolitiFact,https://www.politifact.com/factchecks/2021/feb/26/bill-cassidy/how-much-did-new-yorks-revenue-suffer-pandemic-yea/
732,"The COVID-19 vaccine could lead to prion diseases, Alzheimer’s, ALS and other neurodegenerative diseases.",2021-02-26,PolitiFact,https://www.politifact.com/factchecks/2021/feb/26/j-bart-classen/coronavirus-vaccine-doesnt-cause-alzheimers-als/
733,"Due to differing lockdown orders, New York has more COVID-19 cases, deaths, hospitalizations and job losses than Florida, and New York also lags on vaccinations.",2021-02-26,PolitiFact,https://www.politifact.com/factchecks/2021/feb/26/instagram-posts/chart-comparing-new-york-and-florida-covid-19-flaw/
734,"In the American Rescue Plan, “just about 1% of the money is for vaccines.”",2021-02-26,PolitiFact,https://www.politifact.com/factchecks/2021/feb/26/mitch-mcconnell/how-much-goes-covid-19-vaccines-stimulus-bill/
735,Der Einzelhandel ist ein Infektionstreiber,2021-02-26,BR24 Faktenfuchs,"https://www.br.de/nachrichten/wissen/corona-wer-sind-die-infektionstreiber-ein-faktenfuchs,SQ3TrI3"
736,"""Biden Admin Releasing Illegal Immigrants Into U.S. Without COVID Testing.""",2021-02-25,FactCheck.org,https://www.factcheck.org/2021/02/biden-hasnt-reduced-covid-19-testing-at-the-border/
737,"Dr., em Brasília, e repassa o protocolo de enfrentamento do COVID com nebulizador caseiro e bicarbonato de sódio",2021-02-25,Boatos.org,https://www.boatos.org/saude/nebulizacao-caseira-bicarbonato-sodio-agua-oxigenada-previne-cura-covid-19.html
738,"“If this package was clearly about crushing the virus, then why is less than 9 percent of all total spending actually used to put shots in people’s arms?”",2021-02-25,Washington Post,https://www.washingtonpost.com/politics/2021/02/25/dissecting-house-gop-spin-against-bidens-19-trillion-covid-relief-bill/
739,"Volgens een Facebookbericht zou de Wereldgezondheidsorganisatie (WHO) beweren dat mensen die geen symptomen van het coronavirus vertonen, niemand anders kunnen besmetten. Daarmee zou de WHO rechtstreeks ingaan tegen hun vorige adviezen en conclusies. Maar klopt die bewering wel?",2021-02-25,Deutsche Presse-Agentur ,https://dpa-factchecking.com/netherlands/200706-99-696854
740,Las vacunas contra el covid-19 causan infertilidad,2021-02-24,El detector / Univision Noticias,https://www.univision.com/noticias/vacunas-contra-covid-19-no-causan-infertilidad-falso-verificado-el-detector
